ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,max_length,length_from_study,commonlength,commonlengthf,commonlengthref,lengthfemale,maxlengthref,length_source_1,mean_length,tl,food_item_id_2,country_region,season,isscaap_cat,feedingtyperef,feeding_habit,demerspelag,brackishwater,brack,marine,fresh,trophic_level,diettroph,dietsetroph,foodsetroph,isotroph,isosetroph,ecotroph,ecosetroph,weight,weightfemale,maxweightref,weight_from_study
"Özden Ö., Erkan N., Ulusoy Ş. (2010). Determination of mineral composition in three commercial fish species (Solea solea, Mullus surmuletus, and Merlangius merlangus). Environ Monit Assess 170: 353-363",151,NA,Solea solea,fat_g,1.61,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
"Özogul Y., Özogul F. (2007). Fatty acid profiles of commercially important fish species from the Mediterranean, Aegean and Black Seas. Food Chemistry 100: 1634-1638",1133,Common_sole_wild_fillet_raw,Solea solea,fat_g,0.74,finfish,38.963745,38.963745,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,70,NA,35,NA,5504,NA,4710,NA,70,3.17,900327,NA,NA,"Flounders, halibuts, soles",4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1320,NA,Solea solea,fat_g,0.4,finfish,NA,NA,70,70,3.299999952,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,35,NA,5504,NA,4710,NA,70,NA,NA,NA,NA,NA,4645,NA,demersal,NA,-1,NA,0,3.299999952,3.21,0.148,0.6585,NA,NA,NA,NA,3.00E+03,NA,5504,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1131,Common_sole_wild_edible_flesh_raw,Solea vulgaris,fat_g,1,finfish,39.019184,39.019184,70,70,NaN,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,70,3.1,900482,NA,Winter,"Flounders, halibuts, soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1132,Common_sole_wild_edible_flesh_raw,Solea vulgaris,fat_g,0.7,finfish,39.019184,39.019184,70,70,NaN,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,70,3.1,900481,NA,Spring,"Flounders, halibuts, soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1134,Common_sole_wild_edible_flesh_raw,Solea vulgaris,fat_g,0.67,finfish,39.019184,39.019184,70,70,NaN,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,70,3.1,900439,NA,NA,"Flounders, halibuts, soles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ramos Filho M.M., Ramos M.I.L., Hiane P.R., De Souza E.M.T. (2010) Nutritional value of seven freshwater fish species from the Brazilian Pantanal. J Am Oil Chem Soc 87: 1461-1467",1135,Duckbill_catfish_wild_skinless_fillet_raw,Sorubim lima,fat_g,11.19,finfish,19.427757,-19.427757,54.2,54.2,4.099999905,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,54.2,53,NA,NA,NA,NA,79585,NA,54.2,4.1,900069,NA,NA,Miscellaneous freshwater fishes,76754,NA,demersal,NA,0,NA,-1,4.099999905,NA,NA,0.71,NA,NA,NA,NA,1300,NA,40637,NA
"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1137,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,fat_g,0.85,finfish,NA,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,63.5,NA,35,NA,4781,NA,35388,NA,66.75,3.26,900939,NA,May,Miscellaneous coastal fishes,3688,NA,demersal,NA,-1,NA,0,3.39,3.7,0,0.49,NA,NA,NA,NA,17200,NA,40637,NA
"Grigorakis K., Alexis M.N., Taylor K.D.A., Hole M. (2002). Comparison of wild and cultured gildhead sea bream (Sparus aurata); composition, appearance and seasonal variations. International Journal of Food Science and Technology 37:477-484",1138,Gilthead_sea_bream_wild_skinless_fillet_raw,Sparus aurata,fat_g,1.16,finfish,NA,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,63.5,NA,35,NA,4781,NA,35388,NA,66.75,3.26,900938,NA,Jan,Miscellaneous coastal fishes,3688,NA,demersal,NA,-1,NA,0,3.39,3.7,0,0.49,NA,NA,NA,NA,17200,NA,40637,NA
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1295,NA,Sparus aurata,fat_g,12.4,finfish,NA,NA,67.83333333,63.5,3.39,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,35,NA,4781,NA,35388,NA,70,NA,NA,NA,NA,NA,3688,NA,demersal,NA,-1,NA,0,3.39,3.7,0,0.49,NA,NA,NA,NA,17200,NA,40637,NA
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1916,NA,Sperata seenghala,fat_g,0.8,finfish,22.57,NA,150,NaN,NaN,NA,NA,potamodromous,NaN,NA,40,NA,4833,NA,4833,NA,150,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,demersal,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1139,Yellowstripe_barracuda_wild_fillet_raw,Sphyraena chrysotaenia,fat_g,3.15,finfish,37.370157,37.370157,30,30,NaN,NA,NA,NA,30,NA,NA,NA,NA,NA,5491,NA,30,4,900356,NA,NA,Miscellaneous pelagic fishes,NA,NA,pelagic-neritic,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1467,NA,Sphyraena forsteri,fat_g,0.61,finfish,NA,NA,75,NaN,4.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,50,NA,9768,NA,9710,NA,75,NA,NA,NA,NA,NA,6932,NA,reef-associated,NA,0,NA,0,4.5,4.42,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1469,NA,Sphyraena jello,fat_g,0.53,finfish,NA,NA,150,NaN,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,120,NA,5450,NA,2871,NA,150,NA,NA,NA,NA,NA,43081,NA,reef-associated,NA,-1,NA,0,4.29,4.5,0.62,0.68,NA,NA,NA,NA,11500,NA,40637,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1468,NA,Sphyraena obtusata,fat_g,0.84,finfish,NA,NA,55,NaN,NaN,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,30,NA,9768,NA,9563,NA,55,NA,NA,NA,NA,NA,11889,NA,reef-associated,NA,-1,NA,0,NA,4.5,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1140,European_barracuda_wild_fillet_raw,Sphyraena sphyraena,fat_g,8.23,finfish,37.370157,37.370157,165,165,4.04,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,165,NA,60,NA,11101,NA,3397,NA,165,4,900357,NA,NA,Miscellaneous pelagic fishes,11101,NA,pelagic-neritic,NA,0,NA,0,4.04,NA,NA,0.51,NA,NA,NA,NA,3620,NA,40637,NA
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1141,Blotched_picarel_wild_fillet_raw,Spicara maena,fat_g,3.2,finfish,37.370157,37.370157,25,25,3.25,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,25,NA,14,NA,3397,21,6518,NA,25,3.23,900358,NA,NA,Miscellaneous coastal fishes,NA,NA,pelagic-neritic,NA,0,NA,0,3.5,4.15,0.62,0.45,NA,NA,NA,NA,NA,NA,NA,NA
"Kalogeropoulos N., Andrikopoulos N.K., Hassapidou M. (2004). Dietary evalutation of Mediterranean fish and molluscs pan-fried in virgin olive oil. Journal of the Science of Food and Agriculture 84:1750-1758",1561,NA,Spicara smaris,fat_g,3.87,finfish,NA,NA,20,NaN,3.160000086,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,14,NA,3397,NA,3397,NA,20,NA,NA,NA,NA,NA,NA,NA,pelagic-oceanic,NA,0,NA,0,3.160000086,3,0,0.289,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1143,Picarel_wild_edible_flesh_raw,Spicara vulgaris,fat_g,3,finfish,39.019184,39.019184,20,20,NaN,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,3,900467,NA,Fall,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1144,Picarel_wild_edible_flesh_raw,Spicara vulgaris,fat_g,1,finfish,39.019184,39.019184,20,20,NaN,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,3,900468,NA,Winter,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Karakoltsidis P.A., Zotos A., Constantinides S.M. (1995). Composition of the commercially important mediterranean finfish, crustaceans, and molluscs. Journal of Food Composition and Analysis 8: 258-273",1146,Picarel_wild_edible_flesh_raw,Spicara vulgaris,fat_g,2,finfish,39.019184,39.019184,20,20,NaN,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,20,3,900427,NA,NA,Miscellaneous coastal fishes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodríguez C., Acosta C., Badía P., Cejas J.R., Santamaría F.J., Lorenzo A. (2004). Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish. Comparative Biochemistry and Physiology, PartB 139:619-629",1148,Black_seabream_wild_fully_grown_muscle_tissue_raw,Spondyliosoma cantharus,fat_g,0.74,finfish,28.291564,28.291564,60,60,3.27,variable,mainly animals (troph. 2.8 and up),oceanodromous,60,27.5,30,NA,4781,NA,4781,NA,60,3.34,900900,NA,Jan,Miscellaneous coastal fishes,3688,NA,benthopelagic,NA,0,NA,0,3.27,3.34,0.22,0.47,NA,NA,NA,NA,1220,NA,40637,NA
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",1334,NA,Spondyliosoma cantharus,fat_g,4.89,finfish,NA,NA,60,60,3.27,variable,mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,30,NA,4781,NA,4781,NA,60,NA,NA,NA,NA,NA,3688,NA,benthopelagic,NA,0,NA,0,3.27,3.34,0.22,0.47,NA,NA,NA,NA,1220,NA,40637,NA
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1150,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,fat_g,11.1,finfish,41.85509,41.85509,16,16,3.01,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,16,13.4,12,NA,188,NA,188,NA,16,3,900391,NA,Spring 2006,"Herrings, sardines, anchovies",188,NA,pelagic-neritic,NA,-1,NA,0,3.01,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
"Pirini M., Testi S., Ventrella V., Pagliarani A., Badiani A. (2010). Blue-back fish: Fatty acid profile in selected seasons and retention upon baking. Food Chemistry 123: 306-314",1151,Sprat_wild_skinless_fillet_raw,Sprattus sprattus,fat_g,3.79,finfish,41.85509,41.85509,16,16,3.01,selective plankton feeding,mainly animals (troph. 2.8 and up),oceanodromous,16,12.9,12,NA,188,NA,188,NA,16,3,900390,NA,Winter 2006,"Herrings, sardines, anchovies",188,NA,pelagic-neritic,NA,-1,NA,0,3.01,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA
"Güner S., Dincer B., Alemdag N., Colak A., Tüfekci M. (1998). Proximate composition and selected mineral content of commercially important fish species from the Black Sea. J Sci Food Agri 78: 337-342",1149,Sprat_wild_edible_part_raw,Sprattus sprattus sprattus,fat_g,13.37,finfish,42.163403,42.163403,16,16,NaN,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,16,NA,NA,NA,NA,NA,NA,NA,16,3,900285,NA,fall 1995-spring 1996,"Herrings, sardines, anchovies",188,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vlieg P. (1985). Proximate analysis of commercial New Zealand fish species - 4. New Zealand Journal of Technology 1: 245-249,1152,Spiny_dogfish_wild_skinless_fillet_frozen,Squalus acanthias,fat_g,5.2,finfish,40.900557,-40.900557,156.25,130,3.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,130,NA,100,NA,NA,NA,247,NA,152.5,4.3,900207,NA,Aug-82,"Sharks, rays, chimaeras",NA,NA,benthopelagic,NA,-1,NA,0,3.89,4.37,0.412,0.76,NA,NA,NA,NA,9100,NA,11389,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1500,NA,Squalus acanthias,fat_g,13.4,finfish,NA,NA,156.25,130,3.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,100,NA,NA,NA,247,NA,160,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,0,3.89,4.37,0.412,0.76,NA,NA,NA,NA,9100,NA,11389,NA
Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11,1501,NA,Squalus acanthias,fat_g,15.3,finfish,NA,NA,156.25,130,3.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NaN,NA,100,NA,NA,NA,247,NA,160,NA,NA,NA,NA,NA,NA,NA,benthopelagic,NA,-1,NA,0,3.89,4.37,0.412,0.76,NA,NA,NA,NA,9100,NA,11389,NA
"Appavoo et al, 1991",1793,NA,Stenodus leucichthys,fat_g,6.9,finfish,NA,NA,150,NaN,4.15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,60.95,NA,12193,NA,4574,NA,150,4.2,NA,come back,NA,NA,52559,NA,demersal,NA,-1,NA,-1,4.15,NA,NA,0.75,NA,NA,NA,NA,4.00E+04,NA,10318,NA
"Kuhnlein et al, 1994",1818,NA,Stenodus leucichthys,fat_g,7,finfish,NA,NA,150,NaN,4.15,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),anadromous,NaN,NA,60.95,NA,12193,NA,4574,NA,150,4.2,NA,come back,NA,NA,52559,NA,demersal,NA,-1,NA,-1,4.15,NA,NA,0.75,NA,NA,NA,NA,4.00E+04,NA,10318,NA
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1917,NA,Stolephorus commersonii,fat_g,1.2,finfish,22.57,NA,NaN,10,3.05,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,10,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,selective plankton feeding,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1995,Kata Phasa,Stolephorus tri,fat_g,2.1,finfish,23.81,NA,9.5,NaN,NaN,NA,NA,amphidromous,NaN,NA,NA,NA,NA,NA,189,NA,9.5,NA,NA,Cox's Bazar,July–September 2012,NA,NA,NA,pelagic-neritic,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1918,NA,Stolephorus waitei,fat_g,1.1,finfish,22.57,NA,9.4,NaN,NaN,NA,NA,oceanodromous,NaN,NA,6.5,NA,189,NA,189,NA,9.4,NA,NA,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,pelagic-neritic,NA,-1,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",1155,Eastern_Pacific_fighting_conch_wild_male_edible_muslce_raw,Strombus gracilior,fat_g,0.54,mollusc,10.591648,10.591648,7.5,7.5,NaN,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,901241,NA,Sep-Nov,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",1156,Eastern_Pacific_fighting_conch_wild_female_edible_muslce_raw,Strombus gracilior,fat_g,0.35,mollusc,10.591648,10.591648,7.5,7.5,NaN,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,901243,NA,Sep-Nov,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",1157,Eastern_Pacific_fighting_conch_wild_male_edible_muslce_raw,Strombus gracilior,fat_g,0.94,mollusc,10.591648,10.591648,7.5,7.5,NaN,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,901242,NA,Sep-Nov,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jiménez-Arce G. (1993). Composición químico-nutricional en diferentes tallas y sexos del cambute, Strombus gracilior (Mesogastropoda: Strombidae) de Playa Panamá, Costa Rica. Rev. Biol. Trop. 41(3): 345-349",1158,Eastern_Pacific_fighting_conch_wild_female_edible_muslce_raw,Strombus gracilior,fat_g,0.91,mollusc,10.591648,10.591648,7.5,7.5,NaN,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,901244,NA,Sep-Nov,"Abalones, winkles, conchs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mathew S., Ammu K. Viswanathan N.P.G., Devadasan K. (1999). Cholesterol content of Indian fish and shellfish. Food Chemistry 66: 455-461",1385,NA,Strongylura strongylura,fat_g,0.86,finfish,NA,NA,40,NaN,4.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NaN,NA,22,NA,9682,NA,4833,NA,40,NA,NA,NA,NA,NA,4959,NA,pelagic-neritic,NA,-1,NA,0,4.2,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1159,Shoal_flounder_wild_edible_portion_raw,Syacium gunteri,fat_g,0.9,finfish,19.173773,19.173773,20,20,3.26,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,20,NA,15,NA,5217,NA,7251,NA,20,3.3,900956,NA,"Sep, Oct, Nov 1994","Flounders, halibuts, soles",NA,NA,reef-associated,NA,-1,NA,0,3.26,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA
"Masa J., Ogwok P., Muyonga J.H., Kwetegyeka J., Makokha V., Ocen D. (2011). Fatty acid composition of muscle, liver and adipose tissue of freshwater fish from Lake Victoria, Uganda. J Aqua Food Prod Technol 20: 64-72",1163,Victoria_squeaker_wild_muscle_fillet_raw,Synodontis victoriae,fat_g,6.39,finfish,0.033333,-0.033333,35,35,3.28,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,35,NA,NA,NA,NA,NA,34290,NA,35,3.3,900146,NA,2/8/2017,Miscellaneous freshwater fishes,NA,NA,benthopelagic,NA,0,NA,-1,3.28,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,NA
"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256",1160,Inshore_lizardfish_wild_edible_portion_raw,Synodus foetens,fat_g,0.8,finfish,19.173773,19.173773,48.3,48.3,4.43,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,48.3,NA,30,NA,5217,NA,40637,NA,48.3,4.5,900960,NA,"Sep, Oct, Nov 1994",Miscellaneous coastal fishes,33,NA,reef-associated,NA,-1,NA,0,4.43,4.5,NA,0.78,NA,NA,NA,NA,900,NA,40637,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",276,NA,Tachysurus fulvidraco,fat_g,1.4,finfish,NA,NA,34.5,NaN,3.63,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NaN,NA,8,NA,35840,NA,1441,NA,34.5,NA,NA,NA,NA,NA,NA,NA,demersal,NA,0,NA,-1,3.63,3.5,0.095,0.54,NA,NA,NA,NA,300,NA,56557,NA
"Majumdar R.K., Basu S. (2009). Studies on seasonal variation in the biochemical composition of the Indian shad, Tenualosa ilisha (Hamilton, 1822). Indian J. Fish 56(3): 205-209",88,Indian_shad_wild_muscle_flesh_raw,Tenualosa ilisha,fat_g,10.18,finfish,23.232099,23.232099,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,60,NA,36,42,4832,NA,188,NA,60,2.04,900933,NA,5/7/2017,Shads,4837,NA,pelagic-neritic,NA,-1,NA,-1,2.89,NA,NA,0.29,NA,NA,NA,NA,680,2490,4832,NA
