sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,Land,ASFA,Synopsis,DateSynopsis,Flag,VancouverAquarium,Sp2000_NameCode,Sp2000_HierarchyCode,Sp2000_AuthorRefNumber,E_Append,E_DateAppend,SpecCode
Barbus grypus,Polyclinum,psammiferum,1661,"Hartmeyer, 1911",NA,NA,NA,NA,NA,988,NA,O,NA,NA,0,0,0,1,sessile,NA,NA,5,10,100395,NA,NA,NA,NA,NA,NA,NA,10.0,3.5,COLD,NA,NA,1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Depth range is based on occurrence in Australia; to be replaced with a better reference. Found in a marine lake (Ref. 1661). Members of the class Ascidiacea are hermaphroditic; both cross- and self-fertilization is typical (Ref. 833).,NA,5,2005-12-11T00:00:00.000Z,293,2015-03-05T00:00:00.000Z,NA,NA,2015-05-11T10:20:48.000Z,0,NA,NA,NA,NA,0,URM-5292,Animalia-Chordata-Ascidiacea-Enterogona,NA,NA,NA,54808
Scyliorhinus canicula,Lusitanops,hyaloides,7797,"(Dautzenberg, 1925)",NA,NA,NA,NA,NA,2019,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,29,2005-12-11T00:00:00.000Z,205,2010-11-15T00:00:00.000Z,NA,NA,2015-05-11T10:20:28.000Z,0,NA,NA,NA,NA,0,ITS-205156,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,845
Limanda limanda,Flabellina,borealis,3477,"(Odhner, 1922)",NA,NA,NA,NA,NA,2108,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,170,170,83435,NA,NA,NA,NA,NA,NA,NA,NA,5.5,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:15.000Z,0,NA,NA,NA,NA,0,ITS-205319,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,3,2011-08-12,695
Trisopterus luscus,Berthella,plumula,866,"(Montagu, 1803)",NA,Beplu_u0.jpg,NA,NA,NA,2082,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Found under rocks in the intertidal region (Ref. 866).,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:19:50.000Z,0,NA,NA,NA,NA,0,ITS-205241,Animalia-Mollusca-Gastropoda-Notaspidea,NA,NA,NA,1367
Plotosus lineatus,Cymatium,comptum,19,"(Adams, 1855)",dwarf triton,Cycom_u0.jpg,NA,NA,NA,2062,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,3,85,83435,NA,NA,NA,NA,NA,NA,NA,NA,3.12,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,265,2013-02-19T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:05.000Z,0,NA,NA,NA,NA,0,ITS-73078,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4706
Brycon cephalus,Plesiopenaeus,coruscans,75620,"(Wood-Mason, 1891)",NA,NA,NA,NA,NA,395,NA,O,78359,NA,0,0,0,1,pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,4,2005-12-11T00:00:00.000Z,4,2008-08-14T00:00:00.000Z,NA,NA,2015-05-11T10:20:47.000Z,0,NA,NA,NA,NA,0,ITS-96078,Animalia-Arthropoda-Malacostraca-Decapoda,NA,NA,NA,25516
Gymnura marmorata,Haliotis,dalli,19,"Henderson, 1915",NA,Hadal_u0.jpg,NA,NA,NA,2757,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,very high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,8,2010-03-09T00:00:00.000Z,NA,NA,2015-05-11T10:20:19.000Z,0,NA,NA,NA,NA,0,ITS-69505,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,2578
Rhomboplites aurorubens,Roxania,semilaevis,7827,"(Sequenza, 1880)",NA,NA,NA,NA,NA,1970,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:54.000Z,0,NA,NA,NA,NA,0,ITS-205197,Animalia-Mollusca-Gastropoda-Cephalaspidea,NA,NA,NA,213
Carcharhinus porosus,Euspira,pallida,19,"(Broderip & Sowerby I, 1829)",pale moonsnail,NA,NA,NA,NA,2052,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,0,2278,83435,NA,NA,NA,NA,NA,NA,NA,NA,4.2,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,Found on the surface or burrowed in sand along the shallow subtidal zone to  500 m depth (Ref. 95344). The species displays poecilogonony as its reproductive strategy (Ref. 99837).,NA,2,2005-12-11T00:00:00.000Z,11,2014-04-24T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:14.000Z,0,NA,NA,NA,NA,0,ITS-567574,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,881
Caranx hippos,Pedinogyra,allani,19,"Iredale, 1937",NA,NA,NA,NA,NA,2142,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:43.000Z,0,NA,NA,NA,NA,0,AFD-Pul-1062,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0085,NA,NA,71
Cynoscion nebulosus,Eratoidea,hematita,19,"(Kiener, 1834)",carmine marginella,NA,NA,NA,NA,2008,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,2,165,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.9,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:11.000Z,0,NA,NA,NA,NA,0,ITS-567544,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,405
Acanthurus xanthopterus,Mangelia,brachystoma,19,"(Philippi, 1844)",NA,NA,NA,NA,NA,2001,Mangeliinae,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2011-01-31T00:00:00.000Z,NA,NA,2015-05-11T10:20:29.000Z,0,NA,NA,NA,NA,0,ITS-205096,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1261
Arius jella,Solariella,affinis,19,"(Friele, 1877)",NA,NA,NA,NA,NA,1953,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:57.000Z,0,NA,NA,NA,NA,0,ITS-204863,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1289
Ariomma indicum,Homalopoma,sanguineus,2754,"(Linnaeus, 1758)",NA,NA,NA,NA,NA,1954,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,200,2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,"Collected from the sublittoral zone, from low tide up to a depth of 200 m (Ref. 2754). Occurs at the low tide mark (Ref. 2754).",NA,11,2005-12-11T00:00:00.000Z,11,2007-02-13T00:00:00.000Z,NA,NA,2015-05-11T10:20:21.000Z,0,NA,NA,NA,NA,0,ITS-204886,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1300
Strongylura strongylura,Cyclostrema,amabile,19,"(Dall, 1889)",NA,NA,NA,NA,NA,1954,NA,O,83435,NA,0,0,0,1,demersal,NA,NA,27,146,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.62,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:05.000Z,0,NA,NA,NA,NA,0,ITS-204917,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,3,2011-08-12,1316
Pseudorhombus arsius,Pseudococculina,rugosoplicata,3204,"Schepman, 1908",NA,NA,NA,NA,NA,1945,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,8,2007-04-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:51.000Z,0,NA,NA,NA,NA,0,ITS-204957,Animalia-Mollusca-Gastropoda-Archaeogastropoda,NA,NA,NA,1325
Scomberoides tol,Haustellum,rubidum,86671,"(Baker, 1897)",rose murex,NA,NA,NA,NA,2011,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,11,2005-12-11T00:00:00.000Z,4,2011-06-22T00:00:00.000Z,NA,NA,2015-05-11T10:20:19.000Z,0,NA,NA,NA,NA,0,ITS-567657,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,NA,NA,1953
Carangoides malabaricus,Depressiscala,polita,19,"(Sowerby II, 1844)",polished wentletrap,NA,NA,NA,NA,2040,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:07.000Z,0,NA,NA,NA,NA,0,ITS-72385,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,NA,NA,4443
Atropus atropos,Diacria,rampali,1667,"Dupont, 1979",NA,NA,NA,NA,NA,2210,NA,O,NA,"May equal <i>Hyalaea aculeata</i> d'Orbigny, 1846 fide Dupont (1979; Ref. 83435).",0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:07.000Z,0,NA,NA,NA,NA,0,ITS-567500,Animalia-Mollusca-Gastropoda-Thecosomata,NA,3,2011-08-12,1929
Etroplus maculatus,Branchinecta,vuriloche,19,"Cohen, 1985",NA,NA,NA,NA,NA,251,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:19:52.000Z,0,NA,NA,NA,NA,0,ITS-624074,Animalia-Arthropoda-Branchiopoda-Anostraca,NA,NA,NA,8703
Opisthopterus tardoore,Armina,mulleri,1667,"(von Ihering, 1886)",Brazilian armina,NA,NA,NA,NA,2089,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:19:46.000Z,0,NA,NA,NA,NA,0,ITS-567244,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,1652
Dussumieria acuta,Liomesus,stimpsoni,19,"Dall, 1889",NA,NA,NA,NA,NA,1998,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,137,452,83435,NA,NA,NA,NA,NA,NA,NA,NA,5.2,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:27.000Z,0,NA,NA,NA,NA,0,ITS-567782,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,1453
Sardinella melanura,Zafrona,taylorae,19,"Petuch, 1987",NA,NA,NA,NA,NA,2000,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,2,2,83435,NA,NA,NA,NA,NA,NA,NA,NA,1.1,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:21:08.000Z,0,NA,NA,NA,NA,0,ITS-568481,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,1513
Dussumieria elopsoides,Liostomia,eburnea,19,"(Stimpson, 1851)",NA,NA,NA,NA,NA,1990,NA,O,NA,NA,0,0,0,0,demersal,NA,NA,10,110,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.46,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:20:27.000Z,0,NA,NA,NA,NA,0,ITS-567783,Animalia-Mollusca-Gastropoda-Heterostropha,NA,3,2011-08-12,1454
Cynoglossus dubius,Ilyocryptus,silvaeducensis,19,"Romijn, 1919",NA,NA,NA,NA,NA,269,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:22.000Z,0,NA,NA,NA,NA,0,ITS-84138,Animalia-Arthropoda-Branchiopoda-Diplostraca,NA,NA,NA,9242
Cynoglossus semilaevis,Olibrinus,pacificus,19,"(Nunomura, 1990)",NA,NA,NA,NA,NA,568,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:38.000Z,0,NA,NA,NA,NA,0,ITS-595893,Animalia-Arthropoda-Malacostraca-Isopoda,NA,NA,NA,17172
Elops machnata,Busycon,coarctatum,19,"(Sowerby, 1825)",turnip whelk,NA,NA,NA,NA,2009,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,46,91,83435,NA,NA,NA,NA,NA,NA,NA,NA,10.7,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:53.000Z,0,NA,NA,NA,NA,0,ITS-74091,Animalia-Mollusca-Gastropoda-Neogastropoda,NA,3,2011-08-12,5512
Gerres filamentosus,Aclis,hyalina,19,"Watson, 1881",NA,NA,NA,NA,NA,2022,NA,O,83435,NA,0,0,0,1,NA,NA,NA,2,640,83435,NA,NA,NA,NA,NA,NA,NA,NA,1.07,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:39.000Z,0,NA,NA,NA,NA,0,ITS-72412,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4463
Pomadasys furcatus,Hypselodoris,picta,3446,"(Schultz, 1836)",NA,Hypic_u0.jpg,NA,NA,NA,2094,NA,O,NA,"Ortea et al. (1996) recognize subspecies of <i>H. picta</i> , but do not give a synonymy at the subspecific level (Ref. 83435).",0,0,0,1,demersal,NA,NA,2,55,3446,NA,NA,NA,NA,NA,NA,NA,10.0,6.4,TL,NA,NA,3446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:22.000Z,0,NA,NA,NA,NA,0,ITS-78221,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,7707
Hemiramphus lutkei,Glossodoris,aegialia,7949,"(Bergh, 1905)",NA,NA,NA,NA,NA,2094,NA,O,NA,NA,0,0,0,1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,5,2005-12-11T00:00:00.000Z,5,2008-05-28T00:00:00.000Z,NA,NA,2015-05-11T10:20:16.000Z,0,NA,NA,NA,NA,0,ITS-78223,Animalia-Mollusca-Gastropoda-Nudibranchia,NA,NA,NA,7709
Lactarius lactarius,Strangesta,franklandiensis,19,"(Forbes, 1851)",NA,NA,NA,NA,NA,2152,NA,O,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2005-12-11T00:00:00.000Z,NA,2005-12-11T00:00:00.000Z,NA,NA,2015-05-11T10:20:59.000Z,0,NA,NA,NA,NA,0,AFD-Pul-964,Animalia-Mollusca-Gastropoda-Pulmonata,AFD-Pul-0053,NA,NA,363
Leiognathus equulus,Aclis,tenuis,83435,"Verrill, 1882",thin aclis,NA,NA,NA,NA,2022,NA,O,NA,NA,0,0,0,1,benthic,NA,NA,91,3235,83435,NA,NA,NA,NA,NA,NA,NA,NA,0.38,DL,NA,NA,83435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,This species is found in gulfs and estuaries particularly in infralittoral areas (Ref. 87872).,NA,3,2005-12-11T00:00:00.000Z,11,2012-11-05T00:00:00.000Z,36,2011-08-12T00:00:00.000Z,2015-05-11T10:19:39.000Z,0,NA,NA,NA,NA,0,ITS-72399,Animalia-Mollusca-Gastropoda-Neotaenioglossa,NA,3,2011-08-12,4451
