ref_info,updated_ref_info,seanuts_id2,species_name,nutrient,concentration,country_region,latitude_details,latitude,longitude,weight_from_study_g,length_from_study,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1328,Limanda limanda,fat_g,11.7,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1330,Limanda limanda,fat_g,0.37,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1340,Loligo vulgaris,dha,0.167,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1340,Loligo vulgaris,epa,0.068,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1340,Loligo vulgaris,fapun_all_g,0.44,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1340,Loligo vulgaris,fapun3,0.29,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1340,Loligo vulgaris,fat_g,1.33,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1323,Lophius piscatorius,dha,0.037,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1323,Lophius piscatorius,epa,0.026,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1323,Lophius piscatorius,fapun_all_g,0.071,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1323,Lophius piscatorius,fapun3,0.066,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1323,Lophius piscatorius,fat_g,0.21,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1311,Melanogrammus aeglefinus,dha,0.06,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1311,Melanogrammus aeglefinus,epa,0.018,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1311,Melanogrammus aeglefinus,fapun_all_g,0.094,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1311,Melanogrammus aeglefinus,fapun3,0.085,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1311,Melanogrammus aeglefinus,fat_g,0.25,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1312,Merluccius merluccius,dha,0.123,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1312,Merluccius merluccius,epa,0.028,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1312,Merluccius merluccius,fapun_all_g,0.193,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1312,Merluccius merluccius,fapun3,0.18,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1312,Merluccius merluccius,fat_g,0.59,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1329,Molva molva,dha,0.065,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1329,Molva molva,epa,0.045,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1329,Molva molva,fapun_all_g,0.117,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1329,Molva molva,fapun3,0.113,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1329,Molva molva,fat_g,0.33,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1326,Mullus surmuletus,dha,0.669,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1326,Mullus surmuletus,epa,0.348,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1326,Mullus surmuletus,fapun_all_g,1.295,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1326,Mullus surmuletus,fapun3,1.148,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1326,Mullus surmuletus,fat_g,3.75,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1338,Octopus vulgaris,dha,0.056,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1338,Octopus vulgaris,epa,0.037,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1338,Octopus vulgaris,fapun_all_g,0.122,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1338,Octopus vulgaris,fapun3,0.102,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1338,Octopus vulgaris,fat_g,0.36,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1339,Palaemon serratus,dha,0.066,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1339,Palaemon serratus,epa,0.071,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1339,Palaemon serratus,fapun_all_g,0.235,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1339,Palaemon serratus,fapun3,0.15,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1339,Palaemon serratus,fat_g,0.76,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1336,Pecten maximus,dha,0.105,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1336,Pecten maximus,epa,0.105,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1336,Pecten maximus,fapun_all_g,0.263,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1336,Pecten maximus,fapun3,0.242,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1336,Pecten maximus,fat_g,0.8,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1315,Pollachius pollachius,dha,0.076,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1315,Pollachius pollachius,epa,0.015,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1315,Pollachius pollachius,fapun_all_g,0.103,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1315,Pollachius pollachius,fapun3,0.096,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1315,Pollachius pollachius,fat_g,0.27,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1316,Pollachius virens,dha,0.173,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1316,Pollachius virens,epa,0.071,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1316,Pollachius virens,fapun_all_g,0.391,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1316,Pollachius virens,fapun3,0.262,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1316,Pollachius virens,fat_g,1.04,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1332,Raja clavata,dha,0.156,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1332,Raja clavata,epa,0.017,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1332,Raja clavata,fapun_all_g,0.216,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1332,Raja clavata,fapun3,0.195,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1332,Raja clavata,fat_g,0.61,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1317,Salmo salar,dha,2.164,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1317,Salmo salar,epa,1.112,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1317,Salmo salar,fapun_all_g,5.146,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1317,Salmo salar,fapun3,4.471,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1317,Salmo salar,fat_g,13.5,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1318,Sardina pilchardus,dha,1.269,unknown,,,,,,
"Sirot V., Oseredczuk M., Bemrah-Aouachria N., Volatier J.-L., Leblanc J.-C.(2008). Lipid and fatty acid composition of fish and seafood consumed in France: CALIPSO study. J Food Comp Anal 21: 8-16",,1318,Sardina pilchardus,epa,0.638,unknown,,,,,,
