ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2
"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",1704,NA,Eriocheir sinensis,zn_mg,8.47,crustacean,31.43333333,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,"E. sinensis was collected using a net from the cultivation farm at Taihu Lake (31°26′ N, 120°13′ E, Jiangsu, China)",NA,31.43333333,120.2166667,NA,NA,NA,31.43333333
"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",1705,NA,Eriocheir sinensis,zn_mg,7.83,crustacean,31.43333333,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,"E. sinensis was collected using a net from the cultivation farm at Taihu Lake (31°26′ N, 120°13′ E, Jiangsu, China)",NA,31.43333333,120.2166667,NA,NA,NA,31.43333333
"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",1706,NA,Eriocheir sinensis,zn_mg,5.2,crustacean,31.43333333,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,"E. sinensis was collected using a net from the cultivation farm at Taihu Lake (31°26′ N, 120°13′ E, Jiangsu, China)",NA,31.43333333,120.2166667,NA,NA,NA,31.43333333
"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",1707,NA,Eriocheir sinensis,zn_mg,4.73,crustacean,31.43333333,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,"E. sinensis was collected using a net from the cultivation farm at Taihu Lake (31°26′ N, 120°13′ E, Jiangsu, China)",NA,31.43333333,120.2166667,NA,NA,NA,31.43333333
"Ke-Ji Jiang , Feng-Ying Zhang , Yan Pi , Li-Li Jiang , Zhong-Li Yu , Dan Zhang , Man-Man Sun , Lu-Jiao Gao , Zhen-Guo Qiao & Ling-Bo Ma (2014) Amino Acid, Fatty Acid, and Metal Compositions in Edible Parts of Three Cultured Economic Crabs: Scylla paramamosain, Portunus trituberculatus, and Eriocheir sinensis , Journal of Aquatic Food Product Technology, 23:1, 73-86, DOI: 10.1080/10498850.2012.695761",1708,NA,Eriocheir sinensis,zn_mg,5.6,crustacean,31.43333333,NA,7.5,7.5,NA,NA,NA,NA,NA,NA,"E. sinensis was collected using a net from the cultivation farm at Taihu Lake (31°26′ N, 120°13′ E, Jiangsu, China)",NA,31.43333333,120.2166667,NA,NA,NA,31.43333333
"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",21,NA,Esomus danricus,zn_mg,4,finfish,23.684994,NA,13,13,NA,NA,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,Bangladesh,"approximate location used, actual location unknown",23.684994,90.356331,NA,NA,NA,23.684994
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",25,cleaned_fish_raw,Esomus longimanus,zn_mg,4.22443,finfish,12.265754,12.265754,33.5,110,3.31,selective plankton feeding,mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",236,Pike_wild_dorsal_muscle_raw,Esox lucius,zn_mg,0.62663,finfish,54.084241,54.084241,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",248,Pike_wild_dorsal_muscle_raw,Esox lucius,zn_mg,0.613815,finfish,54.117096,54.117096,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",249,Pike_wild_dorsal_muscle_raw,Esox lucius,zn_mg,1.155616,finfish,54.117096,54.117096,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",265,Pike_wild_female_flesh_raw,Esox lucius,zn_mg,1,finfish,52.636704,52.636704,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky D.L., Kuhnlein H.V., Yeboah F., Penn A.F., Chan H.M. (1996) Composition of fish consumed by the James Bay Cree.J Food Comp Anal 9: 148-162",271,Pike_wild_female_flesh_raw,Esox lucius,zn_mg,1.1,finfish,54.758294,54.758294,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Belinsky et al, 1996",1800,NA,Esox lucius,zn_mg,1.1,finfish,54.866667,NA,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,54.866667,-69.916667,NA,NA,NA,54.866667
"Belinsky et al, 1996",1802,NA,Esox lucius,zn_mg,1,finfish,54.866667,NA,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,come back,"Belinsky, D.L., Kuhnlein, H.V., Yeboah, F., Penn, A.F. and Chan, H.M., 1996. Composition of fish consumed by the James Bay Cree. Journal of Food Composition and Analysis, 9(2), pp.148-162.","A total of 50 fish were harvested. Cisco, whitefish, and brook trout were harvested from the Wemindji coastal area; and whitefish, lake trout, pike, and brook trout were harvested from the Caniapiscau region (Caniapiscau, Vermeulle, Dollier, Lac Temoin, Lac Serigny)",NA,54.866667,-69.916667,NA,NA,NA,54.866667
"Kuhnlein et al, 1994",1822,NA,Esox lucius,zn_mg,0.03,finfish,67.038639,NA,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,come back,"Kuhnlein, H.V., Appavoo, D., Morrison, N., Soueida, R. and Pierrot, P., 1994. Use and nutrient composition of traditional Sahtú (Hareskin) Dene/Métis foods. Journal of Food Composition and Analysis, 7(3), pp.144-157.","Colville Lake and Fort Good Hope, Canada",NA,67.038639,-126.088107,NA,NA,NA,67.038639
"Kuhnlein et al, 2002",1829,NA,Esox lucius,zn_mg,0.4,finfish,67.524849,NA,137,137,4.400000095,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,come back,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.","Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",11,cleaned_fish_raw,Euryglossa panoides,zn_mg,1.676976,finfish,12.265754,12.265754,20,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",1725,NA,Fissurella picta,zn_mg,1.51,mollusc,53.730172,-53.5,3.5,10,NA,NA,NA,NA,NA,NA,"One hundred and twenty-six samples of molluscs (M. chilensis, n=47; N. deaurata, n=65; A. ater, n=4; F. picta, n=4; A. monodon, n=6) were collected at 17 stations located along the coast of the Magellan Strait (Figure 1), between September and December 2009",NA,-53.730172,-70.828769,NA,NA,NA,53.730172
"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",221,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,zn_mg,0.3731,finfish,56.167222,56.167222,115.0416667,100,4.37,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",241,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,zn_mg,0.3627,finfish,54.586138,54.586138,115.0416667,100,4.37,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",246,Pacific_cod_wild_fillet_raw,Gadus macrocephalus,zn_mg,0.416,finfish,48.383118,48.383118,115.0416667,100,4.37,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reykdal Ó., Jörundsdóttir H.Ó., Desnica N., Hauksdóttir S., Ragnarsdóttir Þ., Vrac A., Gunnlaugsdóttir H., Pálmadóttir H. (2011). Nutrient value of seafoods – Proximates, minerals, trace elements and fatty acids in products. Matis Report 33-11. ISSN 1670-7192. (In Icelandic with English summary).",263,Atlantic_cod_wild_fillet_raw,Gadus morhua,zn_mg,0.34,finfish,63.968654,63.968654,198.6,194.1666667,4.29,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",244,Butterfly_tuna_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Gasterochisma melampus,zn_mg,0.5,finfish,36.102376,-36.102376,164,164,4.35,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1948,"Bele, Bailla",Glossogobius giuris,zn_mg,2.1,finfish,23.81,NA,50,NaN,3.57,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),amphidromous,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,168,NA,Haliotis cracherodii,zn_mg,0.82,mollusc,52.372895,52.372895,29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandrashekar K. Deosthale Y.G. (1993). Proximate composition, amino acid, mineral, and trace element content of the edible muscle of 20 Indian fish species. Journal of Food Composition and Analysis 6: 195-200",197,NA,Harpadon nehereus,zn_mg,2.7,finfish,NA,NA,40,NaN,4.2,NA,mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",5,Kissing_gourami_cleaned_fish_raw,Helostoma temminkii,zn_mg,1.82922,finfish,12.265754,12.265754,30,30,2.819999933,NA,plants/detritus+animals (troph. 2.2-2.79),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1972,Shing,Heteropneustes fossilis,zn_mg,1.1,finfish,23.81,NA,30,30,3.89,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,Mymensingh,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zied Zarai,a∗ Fakher Frikha,a Rafik Balti,b Nabil Miled,a Youssef Gargouria and Hafedh Mejdouba. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. JSciFoodAgric2011;91:1265–1270. 2011",1692,NA,Hexaplex trunculus,zn_mg,112.8,mollusc,34.747847,NA,5.5,5.5,NA,NA,NA,NA,NA,"Zarai, Z., Frikha, F., Balti, R., Miled, N., Gargouri, Y. and Mejdoub, H., 2011. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. Journal of the Science of Food and Agriculture, 91(7), pp.1265-1270.",Marine snails (H. trunculus) were collected from the fish market of Sfax city (Tunisia),NA,34.747847,10.766163,NA,NA,NA,34.747847
"Zied Zarai,a∗ Fakher Frikha,a Rafik Balti,b Nabil Miled,a Youssef Gargouria and Hafedh Mejdouba. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. JSciFoodAgric2011;91:1265–1270. 2011",1693,NA,Hexaplex trunculus,zn_mg,225.2,mollusc,34.747847,NA,5.5,5.5,NA,NA,NA,NA,NA,"Zarai, Z., Frikha, F., Balti, R., Miled, N., Gargouri, Y. and Mejdoub, H., 2011. Nutrient composition of the marine snail (Hexaplex trunculus) from the Tunisian Mediterranean coasts. Journal of the Science of Food and Agriculture, 91(7), pp.1265-1270.",Marine snails (H. trunculus) were collected from the fish market of Sfax city (Tunisia),NA,34.747847,10.766163,NA,NA,NA,34.747847
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",144,NA,Homarus americanus,zn_mg,2.9,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,580,NA,NA,43.432073
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",172,NA,Homarus americanus,zn_mg,3.1,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,580,NA,NA,43.432073
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",207,NA,Homarus americanus,zn_mg,1.7,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,580,NA,NA,43.432073
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",1742,NA,Homarus americanus,zn_mg,2.9,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,NA,NA,NA,43.432073
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",1743,NA,Homarus americanus,zn_mg,3.1,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,NA,NA,NA,43.432073
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",1744,NA,Homarus americanus,zn_mg,1.7,crustacean,43.432073,NA,64,25,3.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,USA and Canada,NA,43.432073,-65.617169,NA,NA,NA,43.432073
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",149,NA,Homarus gammarus,zn_mg,2.6,crustacean,56.490671,NA,65,65,NA,NA,NA,NA,NA,NA,Scotland,NA,56.490671,-2.197266,587,NA,NA,56.490671
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",150,NA,Homarus gammarus,zn_mg,3.5,crustacean,56.490671,NA,65,65,NA,NA,NA,NA,NA,NA,Scotland,NA,56.490671,-2.197266,587,NA,NA,56.490671
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",166,NA,Homarus gammarus,zn_mg,4.1,crustacean,56.490671,NA,65,65,NA,NA,NA,NA,NA,NA,Scotland,NA,56.490671,-2.197266,587,NA,NA,56.490671
"Barrento S., Marques A., Teixeira B., Vaz-Pires P., Carvalho M.L., Nunes M.L. (2008). Essential elements and contaminants in edible tissues of European and American lobsters. Food Chemistry 111: 862-867",208,NA,Homarus gammarus,zn_mg,3,crustacean,56.490671,NA,65,65,NA,NA,NA,NA,NA,NA,Scotland,NA,56.490671,-2.197266,587,NA,NA,56.490671
"Barrento, Sara, et al. ""Essential elements and contaminants in edible tissues of European and American lobsters."" Food chemistry 111.4 (2008): 862-867.",1745,NA,Homarus gammarus,zn_mg,2.6,crustacean,56.490671,NA,65,65,NA,NA,NA,NA,NA,NA,Scotland,NA,56.490671,-2.197266,NA,NA,NA,56.490671
