Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id
Portunus pelagicus,NA,plants/detritus+animals (troph. 2.2-2.79),hunting macrofauna (predator),3.54,tropical,reef-associated,65,20,Portunus pelagicus,Portunus pelagicus,0.988,NA,brackmarine,seadata55,Portunus pelagicus,Crustacean,NA,NA,"NA, meat from body and claws",87.6,0.68,3.72,NA,NA,NA,NA,sea6,"The crabs, C. sapidus and P. pelagicus, were caught by dip net from the Gulf of Antalya, the coast of Western Mediterranean of Turkey, in July 2001",NA,NA,NA,NA
Procambarus acutus,NA,NA,NA,NA,tropical,demersal,NA,NA,Procambarus acutus,Procambarus acutus,0.988,NA,marine,bc771,Procambarus acutus,Crustacean,White crawfish,NA,"White River crayfish, wild, tail meat, raw",NA,NA,NA,NA,NA,14.3,1,fi120,"USA, LA, Atchafalaya Basin",Mar 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900790
Procambarus acutus,NA,NA,NA,NA,tropical,demersal,NA,NA,Procambarus acutus,Procambarus acutus,0.988,NA,marine,bc772,Procambarus acutus,Crustacean,White crawfish,NA,"White River crayfish, wild, tail meat, raw",NA,NA,NA,NA,NA,16.4,0.9,fi120,"USA, LA, Atchafalaya Basin",Jun 1989,"FAT (analyzed according to AOAC 1984, method 43.257-43.277); tr= VitC <1.0 mg/100g; CARTB <10mcg/100g; CHO <0.1g/100g; RIBF <0.02mg/100g",1992,0900791
Rapana venosa,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1,tropical,benthic,60,16.1,Rapana venosa,Rapana venosa,0.988,NA,brackmarine,af815,Rapana venosa,Mollusc,Thomas' rapa whelk,NA,"Murex shell, edible portion, raw",NA,NA,NA,0.083,0.099,NA,NA,fi234,"Korea, South coast","Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,2009,0902119
Rapana venosa,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1,tropical,benthic,60,16.1,Rapana venosa,Rapana venosa,0.988,NA,brackmarine,af816,Rapana venosa,Mollusc,Thomas' rapa whelk,NA,"Murex shell, edible portion, raw",NA,NA,NA,0.291,0.339,NA,NA,fi234,"Korea, West coast","Mar, May, Jun, Jul, Aug, Oct 2003, 2004",NA,2009,0902120
Rapana venosa,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.1,tropical,benthic,60,16.1,Rapana venosa,Rapana venosa,0.988,NA,brackmarine,seadata144,Rapana venosa,Mollusc,NA,NA,"NA, edible muscle",125.5,4.6647,NA,NA,NA,21.08,2.54,sea11,Black Sea,NA,NA,NA,NA
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af699,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,6.67,2.25,fi181,"Portugal, Ria Famosa",Jan 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902003
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af700,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,1.71,fi181,"Portugal, Ria Famosa",Feb 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902004
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af701,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.2,fi181,"Portugal, Ria Famosa",Mar 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902005
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af702,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,NA,fi181,"Portugal, Ria Famosa",Apr 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902006
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af703,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,1.22,fi181,"Portugal, Ria Famosa",May 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902007
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af704,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.53,fi181,"Portugal, Ria Famosa",Jun 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902008
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af705,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.87,fi181,"Portugal, Ria Famosa",Jul 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902009
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af706,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.72,fi181,"Portugal, Ria Famosa",Aug 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902010
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af707,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,1.23,fi181,"Portugal, Ria Famosa",Sep 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902011
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af708,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.26,fi181,"Portugal, Ria Famosa",Oct 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902012
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af709,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.48,fi181,"Portugal, Ria Famosa",Nov 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902013
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af710,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Grooved carpet shell clam, farmed, raw",NA,NA,NA,NA,NA,NA,0.36,fi181,"Portugal, Ria Famosa",Dec 2006,CHO- (CHO analysed according to Dubois 1956),2011,0902014
Ruditapes decussatus,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,1,6,Ruditapes decussatus,Ruditapes decussatus,0.988,NA,brackmarine,af829,Ruditapes decussatus,Mollusc,Grooved carpet shell,NA,"Turkish clam, meat, raw",NA,NA,NA,NA,NA,8.71,0.78,fi236,"Turkey, Izmir",NA,NA,2006,0902133
Saxidomus gigantea,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,50,13,Saxidomus gigantea,Saxidomus gigantea,0.988,NA,marine,c791,Saxidomus gigantea,Mollusc,Washington Butterclam,whole,"Washington Butterclam, whole",41,NA,NA,NA,NA,13.2,1.9,27,NA,NA,NA,NA,NA
Saxidomus nuttalli,NA,NA,NA,NA,tropical,benthic,NA,NA,Saxidomus nuttalli,Saxidomus nuttalli,0.988,NA,marine,af547,Saxidomus nuttalli,Mollusc,Common butter clam,NA,"Butter clam, edible fleh, raw",NA,NA,NA,NA,NA,13,1.23,fi195,"USA, SE Alaska",NA,NA,1976,0901851
Scyllarides latus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,subtropical,benthic,100,45,Scyllarides latus,Scyllarides latus,0.988,NA,marine,seadata136,Scyllarides latus,Crustacean,NA,NA,"NA, edible muscle",44.2,14.1285,NA,NA,NA,18.41,0.91,sea11,Aegean Sea,NA,NA,NA,NA
Sepia aculeata,NA,NA,NA,3.39,tropical,benthic,60,23,Sepia aculeata,Sepia aculeata,0.988,NA,marine,af542,Sepia aculeata,Mollusc,Needle cuttlefish,NA,"Cuttle fish, edible flesh, raw",NA,NA,NA,NA,NA,NA,1.3,fi155,Unknown,NA,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901846
Sepia aculeata,NA,NA,NA,3.39,tropical,benthic,60,23,Sepia aculeata,Sepia aculeata,0.988,NA,marine,af543,Sepia aculeata,Mollusc,Needle cuttlefish,NA,"Cuttle fish, edible flesh, raw",NA,NA,NA,NA,NA,NA,0.92,fi155,Unknown,Mar,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,0901847
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,af128,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttle fish, edible flesh, raw/frozen",NA,NA,NA,0.069,0.156,NA,0.85,fi45,Unknown,NA,"FA: tr means under the LOQ (0.1 g/100 g total lipids); FAPUN3 and FAPUN6 calc. (sum of individual FA n-3, n-6); Scientific names of species taken from: Sirot V, Guerin T, Volatier J.-L., Leblanc J.-C. (2008). Dieteary exposure and biomarkers of arsenic in consumers of fish and shellfish from France. Science of the Total Environment 407:1875-1885.",2008,0901432
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,af832,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, edible flesh (mantle, arms), raw",13.4,0.14,1.77,NA,NA,NA,NA,fi241,"Unknown, North-eastern Atlantic",May-Sep,NA,2009,0902136
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1134,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, wild, mantle, raw",NA,NA,NA,0.08839488,0.14522016,NA,0.86,fi210,"Turkey, Iskenderun Bay, north eastern Mediterranean Sea",Nov (autumn) 2003,FA converted using XFA,2006,0901173
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1135,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, wild, mantle, raw",NA,NA,NA,0.08397312,0.1554048,NA,0.88,fi210,"Turkey, Iskenderun Bay, north eastern Mediterranean Sea",Feb (winter) 2003,FA converted using XFA,2006,0901174
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1136,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, wild, mantle, raw",NA,NA,NA,0.0759402,0.152397,NA,0.85,fi210,"Turkey, Iskenderun Bay, north eastern Mediterranean Sea",Apr (spring) 2003,FA converted using XFA,2006,0901175
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1137,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, wild, mantle, raw",NA,NA,NA,0.0718074,0.1234674,NA,0.85,fi210,"Turkey, Iskenderun Bay, north eastern Mediterranean Sea",Jul (summer) 2003,FA converted using XFA,2006,0901176
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1172,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, mantle flesh, raw",NA,NA,NA,0.107330468,0.220887844,16.91,1.01,fi225,"Unknown, Eastern Medierranean Sea",Spring,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901211
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1173,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, mantle flesh, raw",NA,NA,NA,0.178659328,0.375716864,18.77,1.52,fi225,"Unknown, Eastern Medierranean Sea",Autumn,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901212
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1174,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, mantle flesh, raw",NA,NA,NA,0.151176812,0.289513436,16.91,1.29,fi225,"Unknown, Eastern Medierranean Sea",Winter,FAT-/PROT- (no analytical methods given); FA converted using XFA,2008,0901213
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc1364,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, fillet, raw",NA,NA,NA,NA,NA,18.32,2.38,fi65,"Italy, Egadi Islands",Jun/Jul 2003,NA,2006,0902281
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc295,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jun 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900314
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc296,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, fillet, raw",NA,NA,NA,NA,NA,NA,NA,fi65,"Italy, Egadi Islands",Jul 2003,FA calc. for individual month based on a mean lipid value (Jun/Jul); FA converted using XFA,2006,0900315
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc430,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Common cuttlefish, wild, edible flesh, raw",NA,NA,NA,NA,NA,17,0.2,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900449
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,bc529,Sepia officinalis,Mollusc,Common cuttlefish,NA,"Cuttlefish, wild, flesh, raw",NA,NA,NA,NA,NA,13.94,1.35,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900548
Sepia officinalis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.71,tropical,benthic,242,49,Sepia officinalis,Sepia officinalis,0.988,NA,marine,seadata143,Sepia officinalis,Mollusc,NA,NA,"NA, edible muscle",36,7.2805,NA,NA,NA,14.59,0.28,sea11,Aegean Sea,NA,NA,NA,NA
Sinonovacula constricta,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,10,NA,Sinonovacula constricta,Sinonovacula constricta,0.988,NA,marine,af819,Sinonovacula constricta,Mollusc,Constricted tagelus,NA,"Jack - knife clam, edible portion, raw",NA,NA,NA,0.266,0.305,NA,NA,fi234,"South coast, Korea","Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,2009,0902123
Sinonovacula constricta,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,2,tropical,benthic,10,NA,Sinonovacula constricta,Sinonovacula constricta,0.988,NA,marine,af820,Sinonovacula constricta,Mollusc,Constricted tagelus,NA,"Jack - knife clam, edible portion, raw",NA,NA,NA,0.242,0.342,NA,NA,fi234,West coast. Korea,"Mar, May, Jun, Jul, Aug, Oct, Dec 2003, 2004",NA,2009,0902124
Spisula solidissima,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,70,20,Spisula solidissima,Spisula solidissima,0.988,NA,marine,c856,Spisula solidissima,Mollusc,Atlantic Surf Clam,muscle,"Atlantic Surf Clam, muscle",NA,NA,NA,0.15,0.21,NA,NA,55,NA,NA,NA,NA,NA
Spisula solidissima,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,70,20,Spisula solidissima,Spisula solidissima,0.988,NA,marine,c858,Spisula solidissima,Mollusc,Atlantic Surf Clam,muscle,"Atlantic Surf Clam, muscle",NA,NA,NA,0.15,0.21,NA,1.4,55,NA,NA,NA,NA,NA
Spisula solidissima,NA,mainly plants/detritus (troph. 2-2.19),filtering plankton,NA,temperate,benthic,70,20,Spisula solidissima,Spisula solidissima,0.988,NA,marine,c859,Spisula solidissima,Mollusc,Atlantic Surf Clam,muscle,"Atlantic Surf Clam, muscle",41,NA,NA,NA,NA,13.5,0.5,27,NA,NA,NA,NA,NA
Strombus gracilior,NA,NA,NA,NA,tropical,benthic,NA,NA,Strombus gracilior,Strombus gracilior,0.988,NA,marine,bc1202,Strombus gracilior,Mollusc,Eastern Pacific fighting conch,NA,"Eastern Pacific fighting conch, wild, male, edible muslce, raw",NA,0.0142584,NA,NA,NA,18.36,0.54,fi240,"Costa Rica, Guanacaste, Playa Panamá",Sep-Nov,"PROT- (analyzed according to AOAC 1984), CHO- (analyzed according to Dubois et al 1956); minerals expressed per DM - conversion to FW",1993,0901241
Strombus gracilior,NA,NA,NA,NA,tropical,benthic,NA,NA,Strombus gracilior,Strombus gracilior,0.988,NA,marine,bc1203,Strombus gracilior,Mollusc,Eastern Pacific fighting conch,NA,"Eastern Pacific fighting conch, wild, male, edible muslce, raw",NA,0.0085033,NA,NA,NA,19.82,0.94,fi240,"Costa Rica, Guanacaste, Playa Panamá",Sep-Nov,"PROT- (analyzed according to AOAC 1984), CHO- (analyzed according to Dubois et al 1956); minerals expressed per DM - conversion to FW",1993,0901242
Strombus gracilior,NA,NA,NA,NA,tropical,benthic,NA,NA,Strombus gracilior,Strombus gracilior,0.988,NA,marine,bc1204,Strombus gracilior,Mollusc,Eastern Pacific fighting conch,NA,"Eastern Pacific fighting conch, wild, female, edible muslce, raw",NA,0.008352,NA,NA,NA,26.01,0.35,fi240,"Costa Rica, Guanacaste, Playa Panamá",Sep-Nov,"PROT- (analyzed according to AOAC 1984), CHO- (analyzed according to Dubois et al 1956); minerals expressed per DM - conversion to FW",1993,0901243
Strombus gracilior,NA,NA,NA,NA,tropical,benthic,NA,NA,Strombus gracilior,Strombus gracilior,0.988,NA,marine,bc1205,Strombus gracilior,Mollusc,Eastern Pacific fighting conch,NA,"Eastern Pacific fighting conch, wild, female, edible muslce, raw",NA,0.012327,NA,NA,NA,27.76,0.91,fi240,"Costa Rica, Guanacaste, Playa Panamá",Sep-Nov,"PROT- (analyzed according to AOAC 1984), CHO- (analyzed according to Dubois et al 1956); minerals expressed per DM - conversion to FW",1993,0901244
Todarodes sagittatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.4,tropical,benthopelagic,2500,75,Todarodes sagittatus,Todarodes sagittatus,0.988,NA,marine,bc431,Todarodes sagittatus,Mollusc,European flying squid,NA,"Flying squid, wild, edible flesh, raw",NA,NA,NA,NA,NA,15,0.3,fi80,"Greece, Aegean Sea",Winter,FAT- (analyzed according to AOAC 1975),1995,0900450
Turbo cornutus,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,temperate,benthic,30,7,Turbo cornutus,Turbo cornutus,0.988,NA,marine,af813,Turbo cornutus,Mollusc,Horned turban,NA,"Top shell, raw",NA,NA,NA,NA,NA,NA,NA,fi230,"Unknown (samples from markets of Kochi-city/Kanazawa-city, Japan)",NA,VITB12: Lactobacillus leichmannii,2001,0902117
Ucides cordatus,NA,mainly plants/detritus (troph. 2-2.19),browsing on substrate,2,tropical,benthic,1,10,Ucides cordatus,Ucides cordatus,0.988,NA,brackmarine,af756,Ucides cordatus,Crustacean,Ghost crab,NA,"Crab, claw meat, raw",NA,NA,NA,NA,NA,13.37,0.25,fi203,"Brazil, Ceará, Camocim",NA,minerals expressed per DM - conversion to FW,2007,0902060
