Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,DemersPelag,DepthRangeDeep,Length,user_supplied_name,submitted_name,score,exclude,realm,obs_id,taxize_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,BodyShapeI
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc873,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw",NA,NA,NA,0.108376051,0.137723084,19.6,2.63,fi132,"USA, MD, Potomac river","Spring (Apr 1990, May 1990, 1991)",FA converted using XFA,1995,0900892,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc874,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4-5y), raw",NA,NA,NA,0.116950645,0.127684165,19,2.55,fi132,"USA, MD, Upper Bay","Spring (Apr 1990, May 1990, 1991)",FA converted using XFA,1995,0900893,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc875,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw",NA,NA,NA,0.109320718,0.092059552,18.1,1.82,fi132,"USA, MD, Choptank river","Spring (Apr 1990, May 1990, 1991)",FA converted using XFA,1995,0900894,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc876,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw",NA,NA,NA,0.153419175,0.2022475,16.4,3.25,fi132,"USA, MD, Upper Bay","Spring (Apr 1990, May 1990, 1991)",FA converted using XFA,1995,0900895,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc877,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw",NA,NA,NA,0.030294607,0.039406969,19.2,1.01,fi132,"USA, MD, Liberty Reservoir",Spring (May) 1991,FA converted using XFA,1995,0900896,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc878,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (4y), raw",NA,NA,NA,0.202316218,0.217035819,20.4,3.51,fi132,"USA, MD, Upper Bay","Winter (Oct, Nov) 1990",FA converted using XFA,1995,0900897,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,bc879,NA,Finfish,Striped bass,muscle_skinless,"Striped bass, wild, skinless fillet (incl. belly flaps), male (2y), raw",NA,NA,NA,0.144192955,0.0885191,21.9,2.65,fi132,"USA, MD, Choptank river",Winter (Jan) 1991,FA converted using XFA,1995,0900898,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,c466,NA,Finfish,Striped Bass,muscle,"Striped Bass, muscle",15,NA,0.27,NA,NA,17.3,2.3,27,NA,NA,NA,NA,NA,fusiform / normal
Morone saxatilis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.47,temperate,demersal,NA,200,NA,Morone saxatilis,NA,NA,freshbrackmarine,c467,NA,Finfish,Striped Bass,viscera,"Striped Bass, offal",NA,NA,NA,NA,NA,16.1,8.3,27,NA,NA,NA,NA,NA,fusiform / normal
Mugil liza,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,subtropical,demersal,NA,80,NA,Mugil liza,NA,NA,freshbrackmarine,bc863,NA,Finfish,Lebranche mullet,muscle,"Lebranche mullet, adult fish, muscle flesh, middle portion, raw",NA,NA,NA,0.24252,0.63468,NA,2.58,fi131,"Brazil, São Paulo, Santos cost",NA,NA,2007,0900882,fusiform / normal
Mycteroperca acutirostris,NA,mainly animals (troph. 2.8 and up),NA,3.4,subtropical,reef-associated,40,80,NA,Mycteroperca acutirostris,NA,NA,marine,bc856,NA,Finfish,Comb grouper,muscle,"Comb grouper, adult fish, muscle flesh, middle portion, raw",NA,NA,NA,0.44233,1.24747,NA,4.97,fi131,"Brazil, São Paulo, Santos cost",NA,NA,2007,0900875,fusiform / normal
Mycteroperca rubra,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.13,subtropical,demersal,200,144,NA,Mycteroperca rubra,NA,NA,marine,bc331,NA,Finfish,Mottled grouper,muscle,"Mottled grouper, wild, fillet, raw",NA,NA,NA,0.041560536,0.117860604,NA,0.72,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900350,fusiform / normal
Mystus cavasius,NA,NA,NA,NA,tropical,demersal,NA,40,NA,Mystus cavasius,NA,NA,freshbrack,bc1378,NA,Finfish,Gangetic mystus,muscle_organs,"Gangetic mystus, wild, raw",120,1.8,1.3,NA,NA,16.8,5.1,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902295,elongated
Mystus vittatus,NA,mainly animals (troph. 2.8 and up),variable,3.97,tropical,demersal,NA,21,NA,Mystus vittatus,NA,NA,freshbrack,bc1396,NA,Finfish,Striped dwarf catfish,muscle_organs,"Striped dwarf catfish, wild, raw",1093,4,3.1,NA,NA,15.1,4.6,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902313,elongated
Mystus vittatus,NA,mainly animals (troph. 2.8 and up),variable,3.97,tropical,demersal,NA,21,NA,Mystus vittatus,NA,NA,freshbrack,bc184,NA,Finfish,Striped dwarf catfish,muscle_organs,"Striped dwarf catfish, wild, edible portion, raw",NA,NA,NA,NA,NA,15.62,7.53,fi33,"Bangladesh, Khulna, Mouri River",Feb 2002,FAT-/PROT-: analyzed according to Pearson (1977),2007,0900184,elongated
Nandus nandus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,benthopelagic,NA,20,NA,Nandus nandus,NA,NA,freshbrack,bc1388,NA,Finfish,Gangetic leaffish,muscle_organs,"Gangetic leaffish, wild, raw",1300,0.84,1.6,NA,NA,16.7,1.7,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902305,fusiform / normal
Nandus nandus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.89,tropical,benthopelagic,NA,20,NA,Nandus nandus,NA,NA,freshbrack,bc182,NA,Finfish,Gangetic leaffish,muscle_organs,"Gangetic leaffish, wild, edible portion, raw",NA,NA,NA,NA,NA,NA,7.34,fi33,"Bangladesh, Khulna, Mouri River",Feb 2002,FAT-/PROT-: analyzed according to Pearson (1977),2007,0900182,fusiform / normal
Notopterus notopterus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4,tropical,demersal,NA,60,NA,Notopterus notopterus,NA,NA,freshbrack,bc1376,NA,Finfish,Bronze featherback,muscle_organs,"Bronze featherback, wild, raw",230,1.7,1.6,NA,NA,20.5,0.6,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902293,elongated
Notopterus notopterus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.4,tropical,demersal,NA,60,NA,Notopterus notopterus,NA,NA,freshbrack,bc181,NA,Finfish,Bronze featherback,muscle_organs,"Bronze featherback, wild, edible portion, raw",NA,NA,NA,NA,NA,NA,NA,fi33,"Bangladesh, Khulna, Mouri River",Feb 2002,FAT-/PROT-: analyzed according to Pearson (1977),2007,0900181,elongated
Notropis hudsonius,NA,plants/detritus+animals (troph. 2.2-2.79),variable,2.74,temperate,benthopelagic,NA,15,NA,Notropis hudsonius,NA,NA,freshbrack,c510,NA,Finfish,Spottail Shiner,whole,"Spottail Shiner, whole",NA,NA,NA,NA,NA,13,11.9,27,NA,NA,NA,NA,NA,elongated
Ompok pabda,NA,NA,NA,NA,tropical,demersal,NA,30,NA,Ompok pabda,NA,NA,fresh,bc1389,NA,Finfish,NA,muscle_organs,"Modhu Pabda, wild, raw",91,0.46,0.9,0.068,0.053,16.2,9.5,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902306,elongated
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,af592,NA,Finfish,Sockeye(=Red)salmon,muscle_skinless,"Sockeye salmon, skinless fillet, raw",NA,NA,NA,NA,NA,21.3,8.55,fi195,"USA, British colombia/Washington/Colorado River/Oregon",NA,NA,1976,0901896,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c579,NA,Finfish,Sockeye Salmon,muscle,"Sockeye Salmon, light muscle",NA,NA,NA,0.22,0.57,NA,2.52,28,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c580,NA,Finfish,Sockeye Salmon,muscle,"Sockeye Salmon, dark muscle",NA,NA,NA,1.88,3.67,NA,22.9,28,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c581,NA,Finfish,Sockeye Salmon,muscle,"Sockeye Salmon, muscle",176,1.18,NA,NA,NA,20.3,6.9,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c582,NA,Finfish,Sockeye Salmon,whole,"Sockeye Salmon, whole",NA,NA,NA,NA,NA,18.4,7.8,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c583,NA,Finfish,Sockeye Salmon,viscera,"Sockeye Salmon, offal",NA,NA,NA,NA,NA,16.1,13.7,27,NA,NA,NA,NA,NA,fusiform / normal
Oncorhynchus nerka,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,temperate,pelagic-oceanic,250,84,NA,Oncorhynchus nerka,NA,NA,freshbrackmarine,c584,NA,Finfish,Sockeye Salmon,eggs,"Sockeye Salmon, eggs",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,fusiform / normal
Osteobrama cotio,NA,NA,NA,NA,tropical,benthopelagic,NA,15,NA,Osteobrama cotio,NA,NA,fresh,bc1374,NA,Finfish,NA,muscle_organs,"Dhela, wild, raw",1200,1.8,3.7,NA,NA,14.7,3.8,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902291,fusiform / normal
Pagrus caeruleostictus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.66,subtropical,benthopelagic,200,90,NA,Pagrus caeruleosticuts,NA,NA,brackmarine,bc332,NA,Finfish,Bluespotted seabream,muscle,"Bluespotted seabream, wild, fillet, raw",NA,NA,NA,0.030405616,0.153564534,NA,1.02,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900351,short and / or deep
Pagrus caeruleostictus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.66,subtropical,benthopelagic,200,90,NA,Pagrus caeruleostictus,NA,NA,brackmarine,bc579,NA,Finfish,Bluespotted seabream,muscle,"Bluespotted seabream, wild, ventral and dorsal muscle flesh, raw",NA,NA,NA,NA,NA,18.17,2.92,fi102,"Tunisia, Gulf of Gabés, Mediterranean Sea",Dec 2005-May 2006,NA,2010,0900598,short and / or deep
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,benthopelagic,110,60,NA,Pampus argenteus,NA,NA,marine,af232,NA,Finfish,Silver pomfret,muscle_skinless,"Pomfret (White), wild, skinless, muscle flesh, raw",21.6,0.5,1.5,NA,NA,19.5,1.7,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1997,NA,1993,0901536,short and / or deep
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,benthopelagic,110,60,NA,Pampus argenteus,NA,NA,marine,bc1403,NA,Finfish,Silver pomfret,muscle_organs,"Silver pomfret, wild, raw",31,0.34,0.66,NA,NA,17.2,0.9,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902320,short and / or deep
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,benthopelagic,110,60,NA,Pampus argenteus,NA,NA,marine,bc51,NA,Finfish,silver pomfret,muscle,"silver pomfret, wild, muscle fillet, raw",NA,NA,NA,NA,NA,19.4,6.8,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900051,short and / or deep
Pampus argenteus,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.23,subtropical,benthopelagic,110,60,NA,Pampus argenteus,NA,NA,marine,bc512,NA,Finfish,silver pomfret,muscle,"silver pomfret, wild, fillet, raw",NA,NA,NA,NA,NA,18.63,2.09,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900531,short and / or deep
Parachela siamensis,NA,mainly animals (troph. 2.8 and up),NA,NA,tropical,pelagic,NA,15,NA,Parachela siamensis,NA,NA,fresh,bc1069,NA,Finfish,NA,muscle_organs,"cleaned fish, raw",777.843,1.597299,2.925714,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901088,elongated
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,reef-associated,105,75,NA,Parastromateus niger,NA,NA,brackmarine,af227,NA,Finfish,Black pomfret,muscle_skinless,"Pomfret (Black), wild, skinless, muscle flesh, raw",23.8,0.8,1.1,NA,NA,NA,NA,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 1992,NA,1993,0901531,short and / or deep
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,reef-associated,105,75,NA,Parastromateus niger,NA,NA,brackmarine,bc42,NA,Finfish,Black pomfret,muscle,"Black pomfret, wild, muscle fillet, raw",NA,NA,NA,NA,NA,20.4,3.6,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900042,short and / or deep
Parastromateus niger,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.9300000667572017,tropical,reef-associated,105,75,NA,Parastromateus niger,NA,NA,brackmarine,bc511,NA,Finfish,Black pomfret,muscle,"Black pomfret, wild, fillet, raw",NA,NA,NA,NA,NA,19.55,2.33,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900530,short and / or deep
Parona signata,NA,mainly animals (troph. 2.8 and up),NA,3.4,subtropical,demersal,NA,60,NA,Parona signata,NA,NA,marine,bc562,NA,Finfish,Parona leatherjack,muscle,"Pampano, wild, fillet, raw",NA,NA,NA,0.1336918,0.508827,20.7,5.5,fi95,"Uruguay, Río de la Plata",Dec 1991-Jan 1992 (Summer),FA converted using XFA,1996,0900581,fusiform / normal
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,benthopelagic,500,44,NA,Patagonotothen ramsayi,NA,NA,marine,bc490,NA,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.154125024,0.341466648,18.06,1.34,fi86,"UK, Falkland Shelf (southern South America)",May (Austral autumn) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900509,fusiform / normal
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,benthopelagic,500,44,NA,Patagonotothen ramsayi,NA,NA,marine,bc491,NA,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.055120347,0.280779133,17.95,0.83,fi86,"UK, Falkland Shelf (southern South America)",Aug (Austral winter) 2003/2004,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900510,fusiform / normal
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,benthopelagic,500,44,NA,Patagonotothen ramsayi,NA,NA,marine,bc492,NA,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.086307624,0.195420108,13.96,0.78,fi86,"UK, Falkland Shelf (southern South America)",Oct (Austral spring) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900511,fusiform / normal
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,benthopelagic,500,44,NA,Patagonotothen ramsayi,NA,NA,marine,bc493,NA,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,0.093000334,0.236501244,17.92,0.94,fi86,"UK, Falkland Shelf (southern South America)",Dec (Austral summer) 2003,"PROT- (Lowry et al. 1951), CHO- (Strickland & Parsons 1968); FA converted using XFA",2007,0900512,fusiform / normal
Patagonotothen ramsayi,NA,mainly animals (troph. 2.8 and up),browsing on substrate,3.49,temperate,benthopelagic,500,44,NA,Patagonotothen ramsayi,NA,NA,marine,bc494,NA,Finfish,Longtail southern cod,muscle,"Longtail southern cod, wild, muscle, frozen",NA,NA,NA,NA,NA,16.9725,NA,fi86,"UK, Falkland Shelf (southern South America)",NA,mean of 4 protein values used for calculation of amino acid profile (gAS/100g Prot),2007,0900513,fusiform / normal
Pennahia argentata,NA,mainly animals (troph. 2.8 and up),variable,3.74,temperate,benthopelagic,140,40,NA,Pennahia argentata,NA,NA,marine,bc1405,NA,Finfish,Silver croaker,muscle_organs,"Silver croaker, wild, raw",1900,1.7,2.1,NA,NA,18.1,2.4,fi367,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902322,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,bc831,NA,Finfish,American yellow perch,muscle_skinless,"Yellow perch, wild, skinless fillet, raw",2.992,0.086955,0.135388,3.84852358e-4,0.05650332347,17.6341,0.25993,fi128,"USA, Great Lakes",NA,All values expressed per DM - conversion to FW; FA converted using XFA,2006,0900850,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,bc905,NA,Finfish,American yellow perch,muscle,"Yellow perch, wild, fillet, raw",NA,NA,NA,NA,NA,17.11,NA,fi141,"USA, NY, Ithaca, Cayuga Lake",NA,NA,1980,0900924,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,c660,NA,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",59.77,0.209,0.546,NA,NA,17.8,1.01,44,NA,NA,NA,NA,NA,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,c662,NA,Finfish,Yellow Perch,muscle,"Yellow Perch, muscle",NA,0.56,1.2,NA,NA,18.8,1.1,27,NA,NA,NA,NA,NA,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,c663,NA,Finfish,Yellow Perch,whole,"Yellow Perch, whole",NA,NA,NA,NA,NA,16.6,4.4,27,NA,NA,NA,NA,NA,fusiform / normal
Perca flavescens,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.36,temperate,benthopelagic,56,50,NA,Perca flavescens,NA,NA,freshbrack,c664,NA,Finfish,Yellow Perch,viscera,"Yellow Perch, offal",NA,NA,NA,NA,NA,17,7.6,27,NA,NA,NA,NA,NA,fusiform / normal
Phycis phycis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.91,subtropical,benthopelagic,614,65,NA,Phycis phycis,NA,NA,marine,bc334,NA,Finfish,Forkbeard,muscle,"Forkbeard, wild, fillet, raw",NA,NA,NA,0.017286005,0.114857545,NA,0.55,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900353,fusiform / normal
Piaractus mesopotamicus,NA,mainly plants/detritus (troph. 2-2.19),other,2,subtropical,demersal,NA,40.5,NA,Piaractus mesopotamicus,NA,NA,fresh,af44,NA,Finfish,Pacu,muscle_skinless,"Pirapatinga, wild, skinless, boneless fillets, raw",NA,NA,NA,0.2352378480787,NA,NA,18.31,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901348,short and / or deep
Piaractus mesopotamicus,NA,mainly plants/detritus (troph. 2-2.19),other,2,subtropical,demersal,NA,40.5,NA,Piaractus mesopotamicus,NA,NA,fresh,bc670,NA,Finfish,Pacu,muscle,"Pacu, wild, muscle tissue, raw",NA,NA,NA,0.0508204395872075,0.138427529148101,19,7.9,fi109,"Brazil, Pantanal, Barão Melgaço, Cuiabá River",Aug (drought period),PROT- (analyzed according to AOAC 1998); FAME converted using ShF and XFA,2009,0900689,short and / or deep
Pimelodus maculatus,NA,mainly animals (troph. 2.8 and up),NA,2.87,subtropical,benthopelagic,NA,51,NA,Pimelodus maculatus,NA,NA,fresh,af43,NA,Finfish,NA,muscle_skinless,"wild, skinless, boneless fillets, raw",NA,NA,NA,NA,0.0955653395692598,NA,5.5,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901347,fusiform / normal
Pimelodus maculatus,NA,mainly animals (troph. 2.8 and up),NA,2.87,subtropical,benthopelagic,NA,51,NA,Pimelodus maculatus,NA,NA,fresh,bc71,NA,Finfish,NA,muscle_skinless,"Mandi-amarelo, wild, skinless fillet, raw",NA,NA,NA,0.02215466,0.09466082,17.7,5.55,fi8,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900071,fusiform / normal
