species_name,seanuts_id2,subgroup,ref_info,nutrient,concentration,dri_per
Microstomus pacificus,196,finfish,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",calcium,20.2,1.6833333333333331
Microstomus pacificus,235,finfish,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",calcium,11.9,0.9916666666666667
Microstomus pacificus,239,finfish,"Teeny F.M., Gauglitz Jr. E.J., Hall A.S., Houle C.R.(1984). Mineral composition of the edible muscle tissue of seven species of fish from the Northeast Pacific. J. Agric. Food Chem. 32: 852-855",calcium,11.5,0.9583333333333333
Mya spp,1811,mollusc,"Kuhnlein &Soueida, 1992",calcium,172,14.333333333333334
Myoxocephalus spp,1812,finfish,"Kuhnlein &Soueida, 1992",calcium,429,35.75
Mytilus chilensis,1712,mollusc,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",calcium,60,5
Mytilus chilensis,1713,mollusc,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",calcium,130,10.833333333333334
Mytilus chilensis,1714,mollusc,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",calcium,150,12.5
Mytilus chilensis,1715,mollusc,"M.S. Astorga-España, E.M. Rodríguez-Rodríguez, C. Díaz-Romero, Comparison of mineral and trace element concentrations in two molluscs from the Strait of Magellan (Chile) Journal of Food Composition and Analysis, 20 (3-4) (2007), pp. 273–279",calcium,120,10
Mytilus chilensis,1722,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,60,5
Mytilus chilensis,1726,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,68,5.666666666666666
Mytilus chilensis,1727,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,57,4.75
Mytilus chilensis,1728,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,53,4.416666666666667
Mytilus edulis,177,mollusc,NA,calcium,26,2.166666666666667
Mytilus edulis,1810,mollusc,"Kuhnlein &Soueida, 1992",calcium,85,7.083333333333333
Mytilus galloprovincialis,1778,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,53.1,4.425000000000001
Mytilus galloprovincialis,1779,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,50.5,4.208333333333333
Mytilus galloprovincialis,1780,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,67.3,5.608333333333333
Mytilus galloprovincialis,1781,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,44.7,3.7250000000000005
Mytilus galloprovincialis,1782,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,73.2,6.1000000000000005
Mytilus galloprovincialis,1783,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,81.1,6.758333333333333
Mytilus galloprovincialis,1784,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,43.8,3.65
Mytilus galloprovincialis,1785,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,65.5,5.458333333333333
Mytilus galloprovincialis,1786,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,42.9,3.5749999999999997
Mytilus galloprovincialis,1787,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,78.5,6.541666666666666
Nacella deaurata,1721,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,83,6.916666666666667
Nacella deaurata,1729,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,105,8.75
Nacella deaurata,1730,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,74,6.166666666666667
Nacella deaurata,1731,mollusc,"M. S. Astorga España, E. M. Rodríguez Rodríguez & C. Díaz Romero (2005) Sodium, K, Ca, Mg, Fe, Cu, and Zn concentrations in molluscs from the Magellan Strait (Chile): Their contribution to dietary intake, International Journal of Food Sciences and Nutrition, 56:5, 337-347",calcium,63,5.25
Nephrops norvegicus,62,crustacean,"Lourenço H.M., Anacleto P., Afonso C., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Chemical characterisation of Nephrops norvegicus from the Portuguese coast. J Sci Food Agric 89: 2572-2580",calcium,110,9.166666666666666
Nephrops norvegicus,65,crustacean,"Lourenço H.M., Anacleto P., Afonso C., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Chemical characterisation of Nephrops norvegicus from the Portuguese coast. J Sci Food Agric 89: 2572-2580",calcium,90,7.5
Octopus vulgaris,189,mollusc,"Lourenco H.M., Anacleto P., Afonso C., Ferraria V., Martins M.F., Carvalho M.L., Lino A.R., Nunes M.L. (2009). Elemental composition of cephalopods from Portuguese continental waters. Food Chemistry 113: 1146-1153",calcium,21.3,1.7750000000000001
Oncorhynchus gorbuscha,173,finfish,NA,calcium,29,2.4166666666666665
Oncorhynchus keta,152,finfish,NA,calcium,44,3.6666666666666665
Oncorhynchus kisutch,91,finfish,NA,calcium,66,5.5
Oncorhynchus kisutch,266,finfish,NA,calcium,8,0.6666666666666667
Oncorhynchus mykiss,153,finfish,NA,calcium,43,3.5833333333333335
Oncorhynchus nerka,136,finfish,NA,calcium,52,4.333333333333334
Oncorhynchus tshawytscha,178,finfish,NA,calcium,26,2.166666666666667
Oncorhyncus spp,1826,finfish,"Kuhnlein et al, 2002",calcium,6,0.5
Osteochilus hasselti,9,finfish,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",calcium,1103.31,91.9425
Ostrea edulis,1770,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,236.8,19.733333333333334
Ostrea edulis,1771,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,91.3,7.608333333333333
Ostrea edulis,1772,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,128.3,10.691666666666668
Ostrea edulis,1773,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,205.5,17.125
Ostrea edulis,1774,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,133.6,11.133333333333333
Ostrea edulis,1775,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,60.6,5.050000000000001
Ostrea edulis,1776,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,261.6,21.800000000000004
Ostrea edulis,1777,mollusc,"Bilandžić, Nina, et al. ""Element differences and evaluation of the dietary intake from farmed oysters and mussels collected at different sites along the Croatian coast of the Adriatic Sea."" Journal of Food Composition and Analysis 45 (2016): 39-49.",calcium,126.7,10.558333333333334
Parachela siamensis,24,finfish,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",calcium,777.84,64.82
Parambassis ranga,14,finfish,"Roos N., Wahab Md. A., Chamnan C., Thilsted S.H. (2007). The role of fish in food-based-strategies to combat Vitamin A and mineral deficiencies in developing countries. Journal of Nutrition 137(4): 1106-1109",calcium,900,75
Parambassis wolffii,4,finfish,"Roos N., Thorseng H., Chamnan C., Larsen T., Gondolf U.H., Bukhave K., Haraksingh Tilsted S. (2007). Iron content in common Cambodian fish species: Perspectives for dietary iron intake in poor, rural housholds. Food Chemistry 104: 1226 - 1235",calcium,1252.61,104.38416666666666
Penaeus semisulcatus,1671,crustacean,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",calcium,59.5,4.958333333333333
Penaeus semisulcatus,1672,crustacean,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",calcium,60.3,5.0249999999999995
Penaeus semisulcatus,1673,crustacean,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",calcium,60.3,5.0249999999999995
Penaeus semisulcatus,1674,crustacean,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",calcium,61.1,5.091666666666667
Penaeus semisulcatus,1675,crustacean,"Yanar and Celik, Seasonal amino acid profiles and mineral contents of green tiger shrimp (Penaeus semisulcatus De Haan, 1844) and speckled shrimp (Metapenaeus monoceros Fabricus, 1789)
from the Eastern Mediterranean, Food Chemistry, 2006.",calcium,60.28,5.023333333333333
Perca fluviatilis,203,finfish,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",calcium,18.29,1.5241666666666664
Perca fluviatilis,209,finfish,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",calcium,17.27,1.4391666666666665
Perca fluviatilis,243,finfish,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",calcium,11.1,0.9249999999999999
Perca fluviatilis,251,finfish,"Łuczyńska J., Tońska E., Łuczyński M. (2009). Essential mineral cmponents in the muscles of six freshwater fish from the Mazurian Great Lakes (northeastern Poland). Arch Pol Fish 17: 171-178",calcium,10.2,0.8499999999999999
