Species,AgeMatMin,Herbivory2,FeedingType,FoodTroph,EnvTemp,BodyShapeI,DemersPelag,DepthRangeDeep,Length,obs_id,submitted_name,subgroup,common_name,body_part,food_name_in_english,ca_mg,fe_mg,zn_mg,epa,dha,protein,fat,biblio_id,location,season,comments_on_data_processing_methods,publication_year,food_item_id,realm
Corica soborna,NA,NA,NA,NA,tropical,fusiform / normal,pelagic-neritic,NA,5.3,bc1382,Corica soborna,Finfish,Ganges river sprat,muscle_organs,"Ganges river sprat, wild, raw",476,2.8,3.1,NA,NA,11.9,1.9,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902299,freshbrackmarine
Cyclocheilichthys apogon,NA,plants/detritus+animals (troph. 2.2-2.79),NA,3.1,tropical,fusiform / normal,benthopelagic,NA,28.7,bc1062,Cyclocheilichthys apogon,Finfish,Beardless barb,muscle_organs,"Beardless barb, cleaned fish, raw",1130.22,0.68094,2.02878,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901081,fresh
Cynoscion arenarius,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,subtropical,fusiform / normal,demersal,NA,63.5,bc938,Cynoscion arenarius,Finfish,Sand weakfish,muscle_organs,"Sand weakfish, wild, edible portion, raw",NA,NA,NA,NA,NA,18.34,3.2,fi149,"Mexico, Veracruz, Gulf of Mexico","Sep, Oct 1994, Jan 1995","FAT- (analyzed according to AOAC 1990, method 932.02)",1998,0900957,brackmarine
Cynoscion jamaicensis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.84,subtropical,fusiform / normal,demersal,70,50,bc868,Cynoscion jamaicensis,Finfish,Jamaica weakfish,muscle,"Jamaica weakfish, adult fish, muscle flesh, middle portion, raw",NA,NA,NA,0.1792,0.2324,NA,1.4,fi131,"Brazil, São Paulo, Santos cost",NA,NA,2007,0900887,brackmarine
Cynoscion nothus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,subtropical,fusiform / normal,demersal,18,36,bc946,Cynoscion nothus,Finfish,silver seatrout,muscle_organs,"silver seatrout, wild, edible portion, raw",NA,NA,NA,NA,NA,18.69,1.3,fi149,"Mexico, Veracruz, Gulf of Mexico","Oct, Nov 1994","FAT- (analyzed according to AOAC 1990, method 932.02)",1998,0900965,brackmarine
Danio dangila,NA,NA,NA,NA,tropical,fusiform / normal,benthopelagic,NA,15,bc1308,Danio dangila,Finfish,NA,muscle_organs,"cleaned fish, raw",926.25,2.16885,2.00925,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0902225,fresh
Dentex maroccanus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.85,subtropical,fusiform / normal,demersal,500,45,bc580,Dentex maroccanus,Finfish,Morocco dentex,muscle,"Morocco dentex, wild, ventral and dorsal muscle flesh, raw",NA,NA,NA,NA,NA,19.39,2.33,fi102,"Tunisia, Gulf of Gabés, Mediterranean Sea",Dec 2005-May 2006,NA,2010,0900599,marine
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,fusiform / normal,benthopelagic,150,60,bc289,Diplodus puntazzo,Finfish,Sharpsnout seabream,muscle,"Sharp-snout sea bream, wild, fillet, raw",NA,NA,NA,0.068736612,0.179836076,19.24,1.92,fi60,"Turkey, Aegean Sea, Izmir Gulf, Aegean Sea",Apr 2006,FA converted using XFA,2010,0900308,brackmarine
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,fusiform / normal,benthopelagic,150,60,bc290,Diplodus puntazzo,Finfish,Sharpsnout seabream,muscle,"Sharpsnout sea bream (young <1yr), wild, dorsal white muscle, raw",NA,NA,NA,0.237884906,0.321803488,NA,3.87,fi62,"Spain, Murcia, Mar Menor",Nov 1997,FA converted using XFA,2001,0900309,brackmarine
Diplodus puntazzo,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.07,subtropical,fusiform / normal,benthopelagic,150,60,bc317,Diplodus puntazzo,Finfish,Sharpsnout seabream,muscle,"Sharpsnout seabream, wild, fillet, raw",NA,NA,NA,0.038486368,0.062808608,NA,0.92,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900336,brackmarine
Diplodus vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,subtropical,fusiform / normal,benthopelagic,160,45,bc318,Diplodus vulgaris,Finfish,Common two-banded seabream,muscle,"Common two-banded seabream, wild, fillet, raw",NA,NA,NA,0.04384796,0.181431276,NA,1.04,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900337,marine
Diplodus vulgaris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.34,subtropical,fusiform / normal,benthopelagic,160,45,bc423,Diplodus vulgaris,Finfish,Common two-banded seabream,muscle,"Two-banded bream, wild, edible flesh, raw",NA,NA,NA,NA,NA,NA,NA,fi80,"Greece, Aegean Sea",NA,NA,1995,0900442,marine
Echelus myrus,NA,NA,NA,NA,subtropical,eel-like,demersal,550,100,bc319,Echelus myrus,Finfish,Painted eel,muscle,"Painted eel, wild, fillet, raw",NA,NA,NA,0.146495648,0.535823756,NA,4.42,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900338,brackmarine
Eleotris fusca,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.62,tropical,elongated,demersal,5,26,bc1386,Eleotris fusca,Finfish,Dusky sleeper,muscle_organs,"Dusky sleeper, wild, raw",980,0.79,2,NA,NA,16.9,1.2,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902303,freshbrackmarine
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,elongated,pelagic-neritic,23,200,bc1409,Eleutheronema tetradactylum,Finfish,Fourfinger threadfin,muscle_organs,"Fourfinger threadfin, wild, raw",37,0.6,0.9,NA,NA,20.6,2.2,fi367,"Bangladesh, Cox's Bazar",Jul-Sep 2012,NA,2015,0902326,freshbrackmarine
Eleutheronema tetradactylum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,tropical,elongated,pelagic-neritic,23,200,bc517,Eleutheronema tetradactylum,Finfish,Fourfinger threadfin,muscle,"Fourfinger threadfin, wild, fillet, raw",NA,NA,NA,NA,NA,20.14,2.1,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900536,freshbrackmarine
Elops saurus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.11,subtropical,elongated,reef-associated,50,100,bc948,Elops saurus,Finfish,Ladyfish,muscle_organs,"Ladyfish, wild, edible portion, raw",NA,NA,NA,NA,NA,17.1,3.8,fi149,"Mexico, Veracruz, Gulf of Mexico",Nov 1994,"FAT- (analyzed according to AOAC 1990, method 932.02)",1998,0900967,brackmarine
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,fusiform / normal,reef-associated,80,40,bc33,Epinephelus sexfasciatus,Finfish,Sixbar grouper,muscle,"Grouper, wild, muscle fillet, raw",NA,NA,NA,NA,NA,18.9,0.6,fi2,"Thailand, Gulf of Thailand",Oct-Nov,NNP calc. as % of TN,1999,0900033,marine
Epinephelus sexfasciatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,tropical,fusiform / normal,reef-associated,80,40,bc522,Epinephelus sexfasciatus,Finfish,Sixbar grouper,muscle,"Sixbar grouper, wild, fillet, raw",NA,NA,NA,NA,NA,18.87,3.46,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900541,marine
Etmopterus princeps,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),NA,deep-water,elongated,bathydemersal,2213,75,bc79,Etmopterus princeps,Finfish,Greater lantern shark,muscle,"Greater lantern shark, wild, dorsal muscle, raw",NA,NA,NA,NA,NA,19.7,0.8,fi11,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900079,marine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc256,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.52938516,3.38199564,NA,12.2,fi54,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900256,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc257,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.563116026,2.361909852,NA,6.46,fi54,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900257,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc258,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.184565708,1.975786273,NA,5.71,fi54,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900258,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc259,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, red muscle flesh, raw",NA,NA,NA,0.160107724,1.494996014,NA,4.38,fi54,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900259,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc260,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.49736541,2.226654055,NA,8.95,fi54,"Tunisia, Northern Tunisian Sea",Oct 2004,FA converted using XFA,2008,0900260,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc261,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.302160608,1.037595568,NA,3.72,fi54,"Tunisia, Northern Tunisian Sea",Jan 2005,FA converted using XFA,2008,0900261,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc262,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.12614448,0.880646151,NA,2.97,fi54,"Tunisia, Northern Tunisian Sea",Apr 2005,FA converted using XFA,2008,0900262,brackmarine
Euthynnus alletteratus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.98,tropical,fusiform / normal,reef-associated,150,122,bc263,Euthynnus alletteratus,Finfish,Little tunny,muscle,"Little tuna, wild, white muscle flesh (cephalal and caudal, ventral and dorsal), raw",NA,NA,NA,0.06724846,0.44635083,NA,1.7,fi54,"Tunisia, Northern Tunisian Sea",July 2005,FA converted using XFA,2008,0900263,brackmarine
Gasterochisma melampus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.35,subtropical,fusiform / normal,pelagic-oceanic,NA,164,bc686,Gasterochisma melampus,Finfish,Butterfly kingfish,muscle,"Butterfly tuna, wild, white muscle flesh (caudal end), skinless, boneless, raw",11,0.9,0.5,0.087873,0.32737,23.9,2,fi117,"New Zealand, Northeast of North Island",May-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900705,marine
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,fusiform / normal,benthopelagic,5,50,af65,Glossogobius giurias,Finfish,Tank goby,muscle,"Goby, wild, boneless flesh, raw",NA,NA,NA,NA,NA,12.9,0.1,fi24,"Sri Lanka, Ibbagamuwa, Bathalagoda tank",NA,NA,1996,0901369,freshbrackmarine
Glossogobius giuris,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.57,tropical,fusiform / normal,benthopelagic,5,50,bc1368,Glossogobius giuris,Finfish,Tank goby,muscle_organs,"Tank goby, wild, raw",790,2.3,2.1,NA,NA,16.6,0.4,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902285,freshbrackmarine
Gudusia chapra,NA,NA,NA,NA,subtropical,fusiform / normal,pelagic,NA,20,bc1317,Gudusia chapra,Finfish,Indian river shad,muscle_organs,"Indian river shad, edible parts (eyes included), raw",NA,NA,NA,NA,NA,NA,NA,fi199,"Bangladesh, Kishoreeganj/Mymensingh district","Sep, Oct",additional data received from author; RETOLDH: sum of 13-cis and all-trans dehydroretinol,2002,0902234,freshbrack
Gudusia chapra,NA,NA,NA,NA,subtropical,fusiform / normal,pelagic,NA,20,bc1371,Gudusia chapra,Finfish,Indian river shad,muscle_organs,"Indian river shad, wild, raw",1063,7.6,2.1,NA,NA,15.5,3.8,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902288,freshbrack
Harpadon nehereus,NA,mainly animals (troph. 2.8 and up),NA,4.2,tropical,elongated,benthopelagic,NA,40,af237,Harpadon nehereus,Finfish,Bombay-duck,muscle_skinless,"Bombay duck, wild, skinless, muscle flesh, raw",19.8,0.7,2.7,NA,NA,8,0.8,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2002,NA,1993,0901541,brackmarine
Helostoma temminckii,NA,plants/detritus+animals (troph. 2.2-2.79),NA,2.8199999332427974,tropical,short and / or deep,benthopelagic,NA,30,bc1067,Helostoma temminckii,Finfish,Kissing gourami,muscle_organs,"Kissing gourami, cleaned fish, raw",1225.152,1.500244,1.82922,NA,NA,NA,NA,fi184,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",Minerals expressed per DM - conversion to FW; DM (%) provided by Author,2007,0901086,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,elongated,demersal,NA,NA,af42,Hemisorubim platyrhynchos,Finfish,NA,muscle_skinless,"wild, skinless, boneless fillets, raw",NA,NA,NA,NA,0.39799040890186,NA,2.98,fi17,"Brazil (samples from fish markets in Maringá, Paraná, Brazil)",NA,"FA not specified - summed up, entered as <FAUN>; FAME converted using ShF and XFA",1995,0901346,fresh
Hemisorubim platyrhynchos,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.5,subtropical,elongated,demersal,NA,NA,bc70,Hemisorubim platyrhynchos,Finfish,NA,muscle_skinless,"Jurupoca, wild, skinless fillet, raw",NA,NA,NA,0.01850096,0.04047085,18.1,6.35,fi8,"Brazil, Miranda River",NA,FA converted using XFA,2008,0900070,fresh
Henicorhynchus siamensis,NA,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,2,tropical,fusiform / normal,benthopelagic,NA,20,bc835,Henicorhynchus siamensis,Finfish,Siamese mud carp,whole,"Siamese mud carp,wild, whole fish,  full grown, raw",NA,NA,NA,NA,NA,NA,NA,fi129,"Cambodia, Kampong Chhnang, Kandal Phnom Penh","Oct, Nov 2001",RETOLD: all-trans-dehydroretinol and 13-cis isomers,2007,0900854,fresh
Hydrolagus affinis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4,deep-water,elongated,bathydemersal,3000,130,bc80,Hydrolagus affinis,Finfish,Smalleyed rabbitfish,muscle,"Smalleyed rabbitfish/ghostshark, wild, dorsal muscle, raw",NA,NA,NA,NA,NA,18.3,0.95,fi11,"Unknown, Hatton Bank, North Atlantic",NA,fat extraction according to Losnegard et al. (1979; ethyl acetat extraction),2005,0900080,marine
Hydrolagus colliei,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.68,temperate,elongated,demersal,913,100,af572,Hydrolagus colliei,Finfish,Spotted ratfish,muscle_skinless,"Ratfish, skinless fillet, raw",NA,NA,NA,NA,NA,15.1,10.7,fi195,"USA, SE Alaska",NA,NA,1976,0901876,marine
Hyporhamphus ihi,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,3.22,temperate,eel-like,pelagic-neritic,NA,26,bc202,Hyporhamphus ihi,Finfish,NA,muscle_skinless,"Garfish, wild, skinless fillet, frozen",NA,NA,NA,NA,NA,20.6,1.2,fi42,New Zealand,May 1985,NA,1985,0900202,marine
Hyporhamphus limbatus,NA,mainly animals (troph. 2.8 and up),NA,3.2,tropical,elongated,pelagic-neritic,NA,35,bc1375,Hyporhamphus limbatus,Finfish,NA,muscle_organs,"Ekthute, wild, raw",1300,1.5,3.6,NA,NA,17.9,1.7,fi367,"Bangladesh, Khulna",Jul-Sep 2012,NA,2015,0902292,freshbrackmarine
Isopsetta isolepis,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.59,temperate,short and / or deep,demersal,425,55,bc964,Isopsetta isolepis,Finfish,Butter sole,muscle,"Butter sole, wild, fillet, raw",NA,NA,NA,NA,NA,19.4,NA,fi156,"USA, north of Astoria Canyon, North Pacific",Aug 1977,NA,1979,0900983,marine
Lagocephalus lagocephalus,NA,mainly animals (troph. 2.8 and up),variable,3.73,subtropical,fusiform / normal,benthopelagic,476,61,bc322,Lagocepahlus lagocephalus,Finfish,Oceanic puffer,muscle,"Oceanic puffer, wild, fillet, raw",NA,NA,NA,0.020875218,0.141916398,NA,0.78,fi67,"Turkey, Mediterranean Sea",NA,FA converted using XFA,2009,0900341,marine
Lampris guttatus,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),4.22,deep-water,short and / or deep,bathypelagic,500,200,bc688,Lampris guttatus,Finfish,Opah,muscle,"Moonfish, wild, white muscle flesh (caudal end), skinless, boneless, raw",6,1,0.3,0.03002,0.1659,23.4,1,fi117,"New Zealand, Northeast of North Island",Jun-Jul 1990 (austral Winter),"CHO- (water-soluble CHO); tr means below the level of quantification for elements (Cu < 10mcg/100g FW, Mn < 2mcg/100g FW); FA converted using XFA; FA tr= <0.1% of FACID",1993,0900707,marine
Lepidocephalichthys guntea,NA,NA,NA,NA,tropical,elongated,demersal,NA,15,bc1380,Lepidocephalichthys guntea,Finfish,NA,muscle_organs,"Gutum, wild, raw",950,3.3,2.5,NA,NA,17.2,3.9,fi367,"Bangladesh, Mymensingh",Jul-Sep 2012,NA,2015,0902297,freshbrack
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,af601,Lepidopsetta bilineata,Finfish,Rock sole,muscle_skinless,"Rock sole, skinless fillet, raw",NA,NA,NA,NA,NA,19.2,0.77,fi195,"USA, Bering Sea/Puget Sound",NA,NA,1976,0901905,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,bc924,Lepidopsetta bilineata,Finfish,Rock sole,muscle_skinless,"Rock sole, wild, skinless dorsal fillet, frozen",NA,NA,NA,0.174717,0.111537,NA,NA,fi146,Russia (East),NA,FA expressed per DM - conversion to FW,2007,0900943,marine
Lepidopsetta bilineata,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.48,temperate,short and / or deep,demersal,575,58,c362,Lepidopsetta bilineata,Finfish,Rock Sole,muscle,"Rock Sole, muscle",NA,NA,NA,NA,NA,18.6,1.2,27,NA,NA,NA,NA,NA,marine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,elongated,demersal,100,142,af236,Leptomelanosoma indicum,Finfish,Indian threadfin,muscle_skinless,"Thread fins, wild, skinless, muscle flesh, raw",4.7,0.8,1.5,NA,NA,18.1,1.2,fi98,"Unknown (samples from local fish market, Hyderabad, India)",Dec 1988-Mar 2001,NA,1993,0901540,brackmarine
Leptomelanosoma indicum,NA,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),3.86,tropical,elongated,demersal,100,142,bc524,Leptomelanosoma indicum,Finfish,Indian threadfin,muscle,"Indian threadfin, wild, fillet, raw",NA,NA,NA,NA,NA,19.59,0.85,fi88,"Malaysia, West coast of Peninsular",NA,NA,2011,0900543,brackmarine
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,fusiform / normal,pelagic,60,17,bc741,Limnothrissa miodon,Finfish,Lake Tanganyika sardine,whole,"Lake Tanganyika sardine, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Burundi, Bujumbura, Lake Tanganyika",Mar 1994,NA,1997,0900760,fresh
Limnothrissa miodon,NA,mainly animals (troph. 2.8 and up),selective plankton feeding,2.71,tropical,fusiform / normal,pelagic,60,17,bc742,Limnothrissa miodon,Finfish,Lake Tanganyika sardine,whole,"Lake Tanganyika sardine, wild, whole fish, raw",NA,NA,NA,NA,NA,NA,NA,fi118,"Burundi, Bujumbura, Lake Tanganyika",Mar 1994,NA,1997,0900761,fresh
