seanuts_id2,species1,nutrient,concentration,feeding_mode,feeding_level,EnvTemp,DemersPelag,BodyShapeI,part,log_concentration,log_length,bulk_trophic_level,DepthRangeDeep,AgeMatMin,realm,source,reference
1964,Anabas testudineus,fat_g,12.799999999999999,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,2.5494451709255714,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
1964,Anabas testudineus,zn_mg,0.6,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,-0.5108256237659907,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
1964,Anabas testudineus,fe_mg,0.87,hunting macrofauna (predator),plants/detritus+animals (troph. 2.2-2.79),tropical,demersal,fusiform / normal,muscle,-0.13926206733350766,3.2188758248682006,2.76,NA,NA,freshbrack,seanuts,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
320,Anchoa hepsetus,protein,15.74,selective plankton feeding,mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,elongated,NA,2.756205242989257,2.72785282839839,3.25,70,NA,brackmarine,seanuts,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
320,Anchoa hepsetus,fat_g,2,selective plankton feeding,mainly animals (troph. 2.8 and up),subtropical,pelagic-neritic,elongated,NA,0.6931471805599453,2.72785282839839,3.25,70,NA,brackmarine,seanuts,"Castro-González M.I., Silencio Barrita J.L., Juárez Silva M.E., Montaño Benavides S., Pérez-Gil Romo F. (1998). Composición química de la fauna de acompañamiento del camarón de Veracruz (Golfo de México). Revista de Biología Tropical 46(2): 249-256"
323,Anguilla japonica,protein,18.999999999999996,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,NA,2.9444389791664403,5.0106352940962555,3.55,400,NA,freshbrackmarine,seanuts,"Oku T. Sugawara A., Choudhury M., Komatsu M., Yamada S., Ando S. (2009). Lipid and fatty acid compositions differntiate between wild and cultured Japanese eel (Anguilla japonica). Food Chemistry 115: 436-440"
323,Anguilla japonica,fat_g,11.600000000000001,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,eel-like,NA,2.451005098112319,5.0106352940962555,3.55,400,NA,freshbrackmarine,seanuts,"Oku T. Sugawara A., Choudhury M., Komatsu M., Yamada S., Ando S. (2009). Lipid and fatty acid compositions differntiate between wild and cultured Japanese eel (Anguilla japonica). Food Chemistry 115: 436-440"
NA,Aplodinotus grunniens,ca_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,ca_mg,52,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,3.9512437185814275,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,ca_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,ca_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,zn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,zn_mg,0.7,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-0.35667494393873245,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,zn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,zn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,fe_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,fe_mg,1.05,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.04879016416943205,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fe_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fe_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,protein_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,protein_g,18.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,2.917770732084279,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,protein_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,protein_g,18,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,2.8903717578961645,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,fat_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,fat_g,2.5,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.9162907318741551,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fat_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fat_g,3.2,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,1.1631508098056809,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,fapun3,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,fapun3,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fapun3,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fapun3,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,fapun_all_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,fapun_all_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fapun_all_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,fapun_all_g,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,mn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,mn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,mn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,mn_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,mg_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,mg_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,mg_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,mg_mg,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,epa,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,epa,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,epa,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,epa,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
NA,Aplodinotus grunniens,dha,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,69
NA,Aplodinotus grunniens,dha,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,dha,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,27
NA,Aplodinotus grunniens,dha,NA,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,NA,4.553876891600541,3.36,NA,NA,fresh,seanuts,56
327,Ariomma bondi,fapun_all_g,2.7568464300000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,1.0140874286404173,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,fapun_all_g,2.4245312,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.8856381861131776,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
327,Ariomma bondi,fapun3,1.94355013,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.6645162646487015,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,fapun3,2.0049008,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.6955945832253126,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
327,Ariomma bondi,protein,20.800000000000004,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,3.0349529867072724,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,protein,22.299999999999997,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,3.104586678466073,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
327,Ariomma bondi,epa,0.23866826000000002,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-1.4326807247342317,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,epa,0.16785216000000003,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,-1.7846716870061854,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
327,Ariomma bondi,dha,1.3073548,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.26800585916501357,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,dha,1.427909,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,0.3562111363966413,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
327,Ariomma bondi,fat_g,8.3,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,2.1162555148025524,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
328,Ariomma bondi,fat_g,6.4,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),subtropical,demersal,fusiform / normal,NA,1.8562979903656263,3.4011973816621555,3.5,500,NA,marine,seanuts,"Jahncke M.L.,Gooch J.A. (1997). Sensory and chemical characteristics of selected Gulf of Mexico coastal herring species. Journal of Food Science 62(3): 626-631"
