ref_info,seanuts_id2,food_name_clean,species_name,nutrient,concentration,subgroup,abs_lat,latitude.x,bulk_mean_length,bulk_max_length,bulk_trophic_level,feeding_mode,feeding_level,anacat,country_region,updated_ref_info,location,latitude_details,latitude.y,longitude,weight_from_study_g,length_from_study,X13,abs_lat2,log_length,log_concentration,reference
"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016.",1919,NA,Tenualosa ilisha,fat_g,10.5,finfish,22.57,NA,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,"collected from landing stations in India, no specific locations published",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.3513752571634776,"Mohanty, B.P., Ganguly, S., Mahanty, A., Sankar, T.V., Anandan, R., Chakraborty, K., Paul, B.N., Sarma, D., Syama Dayal, J., Venkateshwarlu, G. and Mathew, S., 2016. DHA and EPA Content and Fatty Acid Profile of 39 Food Fishes from India. BioMed Research International, 2016."
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1978,Ilish,Tenualosa ilisha,fat_g,18.3,finfish,23.81,NA,60,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),anadromous,Khulna,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.9069010598473755,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133.",1979,Jatka Ilish,Tenualosa ilisha (juvenile),fat_g,7.7,finfish,23.81,NA,36,60,2.89,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,Sylhet,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0943445622221,2.0412203288596382,"Bogard, J.R., Thilsted, S.H., Marks, G.C., Wahab, M.A., Hossain, M.A., Jakobsen, J. and Stangoulis, J., 2015. Nutrient composition of important fish species in Bangladesh and potential contribution to recommended nutrient intakes. Journal of Food Composition and Analysis, 42, pp.120-133."
NA,1169,NA,Thaleichthys pacificus,fat_g,16.7,finfish,52.372895,52.372895,34,34,3.25,filtering plankton,mainly animals (troph. 2.8 and up),anadromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5263605246161616,2.8154087194227095,Stansby M.E. (1976). Chemical characteristics of fish caught in the Northeast Pacific Ocean. Marine Fisheries Review 38(9): 1-11
"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84",1170,Walleye_pollock_wild_skinless_fillet_frozen,Theragra chalcogramma,fat_g,0.09,finfish,22.314446,22.314446,87.5,75,3.680000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31748811353631,-2.4079456086518722,"Usydus Z., Szlinder-Richert J., Adamczyk M., Szatkowska U. (2011). Marine and farmed fish in the Polish market: Comparison of the nutritional value. Food Chemistry 126: 78-84"
"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918",1171,Walleye_pollock_wild_skinless_fillet_raw,Theragra chalcogramma,fat_g,0.79,finfish,53.726668,53.726668,87.5,75,3.680000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31748811353631,-0.23572233352106983,"Huynh M.D., Kitts D.D. (2009). Evaluating nutritional quality of pacific fish species from fatty acid signatures. Food Chemistry 114: 912-918"
"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33",1172,Walley_pollock_wild_fillets_raw,Theragra chalcogramma,fat_g,0.6,finfish,57.79,57.79,87.5,75,3.680000067,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),non-migratory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31748811353631,-0.5108256237659907,"Oliveira A.C.M., Bechtel P.J. (2005). Lipid analysis of fillets from giant grenadier (Albatrossia pectoralis), arrow-tooth flounder (Atheresthes stomias), pacivic cod (Gadus macrocephalus) and walleye pollock (Theragra chalcogramma). Journal of Muscle Foods 17:20-33"
"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54",205,Albacore_tuna_wild_white_muscle_flesh_caudal_end_skinless_boneless_raw,Thunnus alalunga,fat_g,5,finfish,36.102376,-36.102376,139.5,136,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.912654885736052,1.6094379124341003,"Vlieg P., Murray T., Body D.R. (1993). Nutritional data on six Oceanic Pelagic fish species from New Zealand waters. Journal of Food Composition and Analysis 6: 45-54"
"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490",1173,Albacore_tuna_wild_white_meat_raw,Thunnus alalunga,fat_g,7.6,finfish,46.25,46.25,139.5,136,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.912654885736052,2.028148247292285,"Gordon D.T., Roberts G.L., Heintz D.M. (1979). thiamin, riboflavin and niacin content and stability in pacific coast seafoods. J. Agric. Food Chem. 27(3): 483-490"
"García-Arias M.T., Navarro M.P., García-Linares M.C. (2004). Effects of different thermal treatments and storage on the proximate composition and protein quality in canned tuna. Archivos Latinoamericanos de Nutricíon 54(1): 112-117",1174,White_tuna_wild_white_meat_raw,Thunnus alalunga,fat_g,1.9,finfish,43,43,139.5,136,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.912654885736052,0.6418538861723947,"García-Arias M.T., Navarro M.P., García-Linares M.C. (2004). Effects of different thermal treatments and storage on the proximate composition and protein quality in canned tuna. Archivos Latinoamericanos de Nutricíon 54(1): 112-117"
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1363,NA,Thunnus alalunga,fat_g,4.94,finfish,19.432608,NA,139.5,136,4.13,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608,4.912654885736052,1.5973653311998313,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547",1176,Atlantic_bluefin_tuna_adult_fish_muscle_flesh_middle_portion_raw,Thunnus thynnus,fat_g,4.71,finfish,23.372169,-23.372169,451.1666667,376,4.21,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.929589143389895,1.5496879080283263,"Visentainer J.V., D'Addio Noffs M., de Oliveira Carvalho P., de Almeida V.V., de Oliveira C.C., de Souza N.E. (2007). Lipid content and fatty acid composition of 15 marine fish species from the Southeast coast of Brazil. Journal of the American Oil Chemists' Society, 84(6): 543-547"
"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336",1365,NA,Thunnus thynnus,fat_g,1.2,finfish,19.432608,NA,451.1666667,376,4.21,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),oceanodromous,NA,NA,"seafood market in mexico city, exact source location unkown",NA,19.432608,-99.133208,NA,NA,NA,19.432608,5.929589143389895,0.1823215567939546,"Castro-González M.I., Ojeda A., Silncio J.L., Cassis L., Ledesma H., Pérez-Gil F. (2004). Perfil lipídico de 25 pescados marinos mexicanos con especial énfasis en sus ácidos grasos n-3 como components nutracéuticos. Archivos Latinoamericanos de Nutricíon 54(3): 328-336"
"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566",169,NA,Thymallus arcticus,fat_g,1.9,finfish,67.524849,NA,76,68,3.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,"Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849,4.219507705176107,0.6418538861723947,"Kuhnlein H.V., Chan H.M., Leggee C., Barthet V. (2002). Macronutrient, mineral and fatty acid composition of Canadian arctic traditional foo. Journal of Food Composition and Analysis 15: 545-566"
"Kuhnlein et al, 2002",1831,NA,Thymallus arcticus,fat_g,1.9,finfish,67.524849,NA,76,68,3.32,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,come back,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566.","Food sampling was conducted more broadly than in the earlier research, andincludedculturalgroupsoftheInuvialuit;InuitregionsofKeewatin,Kitikmeot, Baffin and Labrador; and 10 Yukon First Nations communities.","approximate location used, actual location unknown",67.524849,-63.766102,NA,NA,NA,67.524849,4.219507705176107,0.6418538861723947,"Kuhnlein, H.V., Chan, H.M., Leggee, D. and Barthet, V., 2002. Macronutrient, mineral and fatty acid composition of Canadian Arctic traditional food. Journal of Food Composition and Analysis, 15(5), pp.545-566."
"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1205,Redbreast_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Tilapia rendalli,fat_g,0.86,finfish,19.065134,-19.065134,45,45,2.13,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8066624897703196,-0.15082288973458366,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694"
"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1206,Redbreast_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Tilapia rendalli,fat_g,1.29,finfish,19.065134,-19.065134,45,45,2.13,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8066624897703196,0.25464221837358075,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694"
"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694",1207,Redbreast_tilapia_wild_white_dorsal_muscle_flesh_skin_and_boneless_raw,Tilapia rendalli,fat_g,0.94,finfish,19.065134,-19.065134,45,45,2.13,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8066624897703196,-0.06187540371808753,"Rasoarahona J.R.E., Barnathan G., Bianchini J.-P., Gaydou E.M. (2005). Influence of season on the lipid content and fatty acid profiles of three tilapia species (Oreochromis niloticus, O. macrochir and Tilapia rendalli) from Madagascar. Food Chemistry 91:683-694"
"Osibona A., Kusemiju K., Akande G.R. (2009). Fatty acid composition and amino acid profile of two freshwater species, african catfish (Clarias gariepinus) and tilapia (Tilapia zillii). African Journal of Food Agriculture Nutrition and Development 9(1): 608-621",1208,Tilapia_wild_fillet_raw,Tilapia zillii,fat_g,1.1,finfish,6.524379,6.524379,40,40,2.52,grazing on aquatic plants,mainly plants/detritus (troph. 2-2.19),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6888794541139363,0.09531017980432493,"Osibona A., Kusemiju K., Akande G.R. (2009). Fatty acid composition and amino acid profile of two freshwater species, african catfish (Clarias gariepinus) and tilapia (Tilapia zillii). African Journal of Food Agriculture Nutrition and Development 9(1): 608-621"
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",92,Tench_wild_skinless_fillet_raw,Tinca tinca,fat_g,1.2,finfish,41.53,41.53,70,70,3.27,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,0.1823215567939546,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381"
"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381",114,Tench_wild_skinless_fillet_raw,Tinca tinca,fat_g,1.7,finfish,41.53,41.53,70,70,3.27,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,0.5306282510621704,"Lazos E.S., Aggelousis G., Alexakis A. (1989). Metal and proximate composition of the edible portion of 11 freshwater fish species. Journal of Food Composition and Analysis 2: 371-381"
"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223",1214,Tench_wild_muscle_tissue_raw,Tinca tinca,fat_g,0.61,finfish,37,37,70,70,3.27,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),potamodromous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,-0.4942963218147801,"Özogul Y., Özogul F., Alagoz S. (2007). Fatty acid profiles and fat contents of commercially important seawater and freshwater fish species of Turkey: A comparative study. Food Chemistry 103: 217-223"
"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148",1216,Moonfish_wild_fillet_raw,Trachinotus blochii,fat_g,6.89,finfish,3.144341,3.144341,108,102,3.74,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.624972813284271,1.9300710850255671,"Nurnadia A.A., Azrina A., Amin I. (2011). Proximate composition and energetic value of selected marine fish and shellfish from the West coast of Peninsular Malaysia. International Food Research Journal 18: 137-148"
"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475",1217,Derbio_wild_fillet_raw,Trachinotus ovatus,fat_g,1.8,finfish,37.370157,37.370157,70,70,3.73,hunting macrofauna (predator),mainly animals (troph. 2.8 and up),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.248495242049359,0.5877866649021191,"Özogul Y., Özogul F., Cicek E., Polat A., Kuley E. (2009). Fat content and fatty acid composition of 34 marine water fish species from the Mediterranean Sea. International Journal of Food Science and Nutrition 60(6): 464-475"
