sciname,Genus,Species,SpeciesRefNo,Author,FBname,PicPreferredName,PicPreferredNameM,PicPreferredNameF,PicPreferredNameJ,FamCode,Subfamily,GenCode,SubGenCode,BodyShapeI,Source,AuthorRef,Remark,TaxIssue,Fresh,Brack,Saltwater,DemersPelag,AnaCat,MigratRef,DepthRangeShallow,DepthRangeDeep,DepthRangeRef,DepthRangeComShallow,DepthRangeComDeep,DepthComRef,LongevityWild,LongevityWildRef,LongevityCaptive,LongevityCapRef,Vulnerability,Length,LTypeMaxM,LengthFemale,LTypeMaxF,MaxLengthRef,CommonLength,LTypeComM,CommonLengthF,LTypeComF,CommonLengthRef,Weight,WeightFemale,MaxWeightRef,Pic,PictureFemale,LarvaPic,EggPic,ImportanceRef,Importance,PriceCateg,PriceReliability,Remarks7,LandingStatistics,Landings,MainCatchingMethod,II,MSeines,MGillnets,MCastnets,MTraps,MSpears,MTrawls,MDredges,MLiftnets,MHooksLines,MOther,UsedforAquaculture,LifeCycle,AquacultureRef,UsedasBait,BaitRef,Aquarium,AquariumFishII,AquariumRef,GameFish,GameRef,Dangerous,DangerousRef,Electrogenic,ElectroRef,Complete,GoogleImage,Comments,Profile,PD50,Emblematic,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,SpecCode
Upeneus vittatus,Upeneus,vittatus,1602,"(Forsskål, 1775)",Yellowstriped goatfish,Upvit_u2.jpg,NA,NA,NA,332,NA,1675,NA,fusiform / normal,O,NA,NA,0,0,-1,-1,reef-associated,NA,NA,5,100,48636,NA,NA,NA,NA,NA,NA,NA,25.13,28.0,TL,NA,NA,30573,20.0,TL,NA,NA,5450,NA,NA,NA,UPVIT_U0,NA,NA,NA,9137,commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,various gears,NA,-1,-1,0,-1,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,commercial,NA,4537,0,NA,harmless,NA,no special ability,NA,NA,-1,"Euryhaline (Ref. 12743).  Inhabits sandy lagoons and sheltered coastal waters.  Also found over muddy bottoms (Ref. 5213).  Benthopelagic (Ref. 58302).  Often in groups (Ref. 9710).  In the north-east coast of India, the male to female ratio was 1:1.5 in most months (Ref. 28761).  Feeds primarily on small crustaceans.  Marketed fresh (Ref. 5284).",NA,0.5,0,3,1991-12-18T00:00:00.000Z,1472,2008-01-18T00:00:00.000Z,18,1994-08-09T00:00:00.000Z,NA,4821
Aetomylaeus nichofii,Aetomylaeus,nichofii,6871,"(Bloch & Schneider, 1801)",Banded eagle ray,Aenic_u3.jpg,NA,NA,NA,22,Myliobatinae,7685,NA,other,R,NA,NA,0,0,-1,-1,demersal,amphidromous,51243,1,70,6871,NA,NA,NA,NA,NA,NA,NA,58.03,65.0,WD,NA,NA,47613,NA,NA,NA,NA,NA,NA,NA,NA,AENIC_U0,NA,NA,NA,6871,minor commercial,medium,Very questionable: based on ex-vessel price for species in this family,Small scale fishery.,,Parts of Asia.,,,0,0,0,0,0,-1,0,0,0,0,never/rarely,,NA,never/rarely,NA,never/rarely,,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Occurs inshore and offshore, from the intertidal to at least 70 m depth (Ref. 9862).  May enter brackish water.  Feeds on worms, crustaceans, snails, and bony fishes (Ref. 12951).  Ovoviviparous (Ref. 50449).  With litters of up to 4 young.  Size at birth about 17 cm WD (Ref. 6871). Caught frequently but in lower numbers, by bottom trawl and inshore gillnet fisheries in some areas. Utilized for its meat, but of limited value due to its small size (Ref.58048). ",NA,0.5156,0,1,1994-05-10T00:00:00.000Z,1790,2015-09-14T00:00:00.000Z,113,1995-10-23T00:00:00.000Z,NA,10120
Nemipterus bipunctatus,Nemipterus,bipunctatus,3810,"(Valenciennes, 1830)",Delagoa threadfin bream,Nebip_u2.jpg,NA,NA,NA,324,NA,1316,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,18,100,30573,NA,NA,NA,NA,NA,NA,NA,21.65,30.0,TL,NA,NA,30573,25.0,TL,NA,NA,5450,NA,NA,NA,NEBIP_U3,NA,NA,NA,171,minor commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,various gears,NA,0,0,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found on sand or mud bottoms (Ref. 30573).  Feeds mainly on crustaceans, cephalopods (<i>Loligo</i>), small fishes and polychaetes.",NA,0.5,0,23,1992-06-15T00:00:00.000Z,113,1999-07-15T00:00:00.000Z,10,1994-03-06T00:00:00.000Z,NA,5851
Parascolopsis eriomma,Parascolopsis,eriomma,3810,"(Jordan & Richardson, 1909)",Rosy dwarf monocle bream,Paeri_u5.jpg,NA,NA,NA,324,NA,7307,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,non-migratory,NA,25,264,9820,NA,NA,NA,NA,NA,NA,NA,29.11,35.0,TL,NA,NA,5450,35.0,TL,NA,NA,5450,NA,NA,NA,PAERI_U0,NA,NA,NA,171,subsistence fisheries,high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,various gears,NA,0,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Benthic on  sand or mud bottoms in offshore waters (Ref. 30573, 48635).  Feeds mainly on benthic invertebrates.  Minimum depth reported taken from Ref. 30573.",NA,0.5002,0,23,1992-06-15T00:00:00.000Z,1124,2013-06-26T00:00:00.000Z,142,1995-10-04T00:00:00.000Z,NA,5858
Polydactylus sextarius,Polydactylus,sextarius,57343,"(Bloch & Schneider, 1801)",Blackspot threadfin,Posex_u6.jpg,NA,NA,NA,361,NA,5203,NA,short and / or deep,R,NA,"Genus Eschmeyer, pers. comm.",0,0,-1,-1,demersal,amphidromous,51243,16,73,57343,NA,NA,NA,NA,NA,NA,NA,31.1,30.0,TL,NA,NA,30573,20.0,TL,NA,NA,30573,NA,NA,NA,POSEX_U2,NA,NA,NA,57343,commercial,very high,Very questionable: based on ex-vessel price for species in this family,Important fishery species.,NA,Bay of Bengal and Thailand,trawls,unspecified trawls (TX),-1,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,harmless,NA,no special ability,NA,NA,-1,"A marine species found on sandy and muddy bottoms of the continental shelf (Ref. 4340, 11230, 57343).  Frequently enters estuaries (Ref. 9685, 11230).  Feeds mainly on small crustaceans (especially shrimps), fishes and benthic organisms; also on sponges and fish scales (Ref. 9685).  The progression in this hermaphrodite is protandrous, changing from a juvenile to a hermaphrodite, then a female (Ref. 9685).",NA,0.5,0,3,1991-06-21T00:00:00.000Z,113,2006-08-30T00:00:00.000Z,34,1994-07-03T00:00:00.000Z,NA,4470
Priacanthus sagittarius,Priacanthus,sagittarius,5403,"Starnes, 1988",Arrow bulleye,Prsag_u0.jpg,NA,NA,NA,303,NA,5555,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,NA,NA,NA,350,100719,NA,NA,NA,NA,NA,NA,NA,28.44,35.0,SL,NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,PRSAG_U0,NA,NA,NA,NA,minor commercial,high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,trawls,unspecified trawls (TX),0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"In sheltered reefs in moderate depths, usually in caves or under coral plates (Ref. 48635); may also be found in rocky and open areas. Solitary (Ref 90102).",NA,0.5002,0,1,1994-05-03T00:00:00.000Z,2291,2015-03-19T00:00:00.000Z,NA,NA,NA,9913
Psettodes erumei,Psettodes,erumei,3485,"(Bloch & Schneider, 1801)",Indian halibut,Pseru_u3.jpg,NA,NA,NA,437,NA,5239,NA,fusiform / normal,O,NA,NA,0,0,0,-1,demersal,NA,NA,1,100,9792,20,50,9792,NA,NA,NA,NA,28.89,64.0,TL,NA,NA,6006,50.0,TL,NA,NA,5450,9e3,NA,1468,PSERU_U2,NA,PSERU_L0,NA,4931,commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,trawls,unspecified bottom trawls (TB),0,-1,0,0,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found on sand and mud bottoms (Ref. 9796, 48637).  Usually deeply burried in the substrate during the day, but out and hunting at night (Ref. 48637).  Often swims in an upright position (Ref. 9796).  Mainly piscivorous (Ref. 5986).  Mainly sold fresh (Ref. 5213); also utilized smoked and frozen (Ref. 9987).  Processed into fish flour (Ref. 6040).",NA,0.75,0,2,1990-10-17T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,102,1995-10-03T00:00:00.000Z,NA,513
Nibea maculata,Nibea,maculata,3490,"(Bloch & Schneider, 1801)",Blotched croaker,Nimac_u1.jpg,NA,NA,NA,331,NA,7311,NA,fusiform / normal,O,NA,NA,0,0,0,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.61,30.0,TL,NA,NA,3490,22.0,TL,NA,NA,3490,NA,NA,NA,NIMAC_U0,NA,NA,NA,4537,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,-1,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Found in coastal waters.  An important foodfish.  Sold fresh and dried salted in markets.,NA,0.501,0,1,1994-06-17T00:00:00.000Z,2,2003-09-18T00:00:00.000Z,2,1994-08-22T00:00:00.000Z,NA,11003
Johnius carutta,Johnius,carutta,3490,"Bloch, 1793",Karut croaker,Jocar_u2.jpg,NA,NA,NA,331,NA,7756,NA,fusiform / normal,O,NA,NA,0,-1,-1,-1,demersal,amphidromous,51243,NA,40,9772,NA,NA,NA,NA,NA,NA,NA,25.29,30.0,SL,NA,NA,9772,20.0,SL,NA,NA,9772,NA,NA,NA,JOCAR_U3,NA,NA,NA,3490,minor commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,NA,NA,-1,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Found in inshore waters.  Enters estuaries (Ref. 4833).  Feeds on small fishes and invertebrates.  Sold fresh and dried-salted in markets.,NA,0.5,0,3,1991-09-06T00:00:00.000Z,949,2009-08-20T00:00:00.000Z,96,1995-10-02T00:00:00.000Z,NA,4647
Johnius dussumieri,Johnius,dussumieri,4833,"(Cuvier, 1830)",Sin croaker,Jodus_u1.jpg,NA,NA,NA,331,NA,7756,1,fusiform / normal,R,NA,"The species <i>Johnius sina</i> (Cuvier, 1830) is considered as valid in Eschmeyer (CofF ver. Jul. 2010: Ref. 84883) according to Khan (2003: Ref. not in FB).",1,0,-1,-1,demersal,oceanodromous,51243,NA,40,30573,NA,NA,NA,NA,NA,NA,NA,20.37,40.0,TL,NA,NA,30573,14.0,SL,NA,NA,13679,NA,NA,NA,JODUS_U1,NA,NA,NA,4833,minor commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,various gears,NA,-1,-1,0,0,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in coastal waters.  Enters estuaries (Ref. 4833).  Feeds on invertebrates and small fishes (Ref. 30573).  Marketed fresh, dried salted.",NA,0.5,0,3,1992-11-15T00:00:00.000Z,65,2013-07-15T00:00:00.000Z,96,1995-12-10T00:00:00.000Z,NA,6530
Otolithes ruber,Otolithes,ruber,2113,"(Bloch & Schneider, 1801)",Tigertooth croaker,Otrub_u6.jpg,NA,NA,NA,331,NA,8749,NA,fusiform / normal,O,NA,NA,0,0,-1,-1,benthopelagic,amphidromous,51243,10,40,9772,NA,NA,NA,NA,NA,NA,NA,37.42,90.0,TL,NA,NA,5284,40.0,SL,NA,NA,9772,7e3,NA,9987,OTRUB_U1,NA,NA,NA,4537,commercial,high,Reliable: based on ex-vessel price for this species,NA,NA,NA,various gears,NA,-1,-1,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,9987,harmless,NA,no special ability,NA,NA,-1,"Found in coastal waters (Ref. 30573).  Feeds on fishes, prawns and other invertebrates (Ref. 5213, 9772).  Generally marketed fresh, may be dried or salted (Ref. 5284).",NA,0.75,0,3,1991-12-18T00:00:00.000Z,393,2010-04-06T00:00:00.000Z,96,1995-10-02T00:00:00.000Z,NA,4824
Epinephelus latifasciatus,Epinephelus,latifasciatus,5222,"(Temminck & Schlegel, 1842)",Striped grouper,Eplat_u1.jpg,NA,NA,NA,289,Epinephelinae,7755,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,NA,NA,20,240,89707,NA,NA,NA,NA,NA,NA,NA,46.5,137.0,SL,NA,NA,4787,70.0,TL,NA,NA,5450,58550.0,NA,4787,EPLAT_U0,NA,NA,NA,171,commercial,very high,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,hooks and lines,handlines (HL),0,-1,0,-1,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Seems to prefer continental localities; bottoms of low relief.  Large individuals are taken on coarse sand or rocky areas, while the smaller ones live on silty-sand and muddy bottom.  Also caught throughout the year by long-liners (Ref. 5222).",NA,0.5,0,14,1993-02-12T00:00:00.000Z,2291,2013-10-14T00:00:00.000Z,14,1994-04-13T00:00:00.000Z,NA,7350
Argyrops spinifer,Argyrops,spinifer,3507,"(Forsskål, 1775)",King soldier bream,Arspi_u2.jpg,NA,NA,NA,330,NA,7223,NA,short and / or deep,O,NA,NA,0,0,0,-1,demersal,NA,NA,1,450,100719,5,100,30573,NA,NA,NA,NA,39.46,70.0,TL,NA,NA,5213,30.0,TL,NA,NA,3507,NA,NA,NA,ARSPI_U1,NA,NA,NA,4931,commercial,high,Reliable: based on ex-vessel price for this species,NA,"from 1,000 to 10,000",NA,various gears,NA,0,-1,0,-1,0,-1,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found in a wide range of bottoms.  Young fish occur in very shallow waters of sheltered bays; larger individuals in deeper water.  Feed on benthic invertebrates, mainly mollusks (Ref. 5213).  Important food fish.",NA,0.5625,0,2,1990-10-17T00:00:00.000Z,2291,2015-03-19T00:00:00.000Z,18,1994-08-02T00:00:00.000Z,NA,442
Sphyraena forsteri,Sphyraena,forsteri,4752,"Cuvier, 1829",Bigeye barracuda,Spfor_u0.jpg,NA,NA,NA,360,NA,997,NA,elongated,O,NA,NA,0,0,0,-1,reef-associated,NA,NA,6,300,1602,NA,NA,NA,NA,NA,NA,NA,43.75,75.0,TL,NA,NA,9710,50.0,TL,NA,NA,9768,NA,NA,NA,SPFOR_U2,NA,NA,NA,9768,commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,hooks and lines,Handlines (HL),0,0,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,reports of ciguatera poisoning,30298,no special ability,NA,NA,-1,"Nocturnally active, but occurring in large schools above lagoon patch reefs and along outer reef slopes during the day (Ref. 9768, 48637).  Feeds mainly on fishes, but also on penaeid shrimps and squids.  Sold fresh, frozen or dried salted.  Reports of ciguatera poisoning need confirmation.",NA,0.5,0,14,1992-06-11T00:00:00.000Z,1472,2008-05-02T00:00:00.000Z,113,1997-02-13T00:00:00.000Z,NA,5734
Sphyraena obtusata,Sphyraena,obtusata,4752,"Cuvier, 1829",Obtuse barracuda,Spobt_u5.jpg,NA,NA,NA,360,NA,997,NA,elongated,O,NA,NA,0,0,-1,-1,reef-associated,NA,NA,20,120,12260,NA,15,90102,NA,NA,NA,NA,25.15,55.0,TL,NA,NA,9563,30.0,TL,NA,NA,9768,NA,NA,NA,SPOBT_U3,NA,NA,NA,4752,commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,hooks and lines,trolling lines (LTL),-1,-1,0,0,0,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4752,harmless,NA,no special ability,NA,NA,-1,"Inhabits bays and estuaries (Ref. 9768).  Found in schools in seagrass beds and rocky reefs (Ref. 9563).  Feeds mainly on fishes.  Exhibits diurnal behavior.  Also caught with set nets (Ref. 9768).  Sold fresh, frozen or dried salted in markets.",NA,0.5,0,3,1991-06-26T00:00:00.000Z,2291,2013-04-30T00:00:00.000Z,2,1994-08-29T00:00:00.000Z,NA,4493
Sphyraena jello,Sphyraena,jello,5491,"Cuvier, 1829",Pickhandle barracuda,Spjel_u6.jpg,NA,NA,NA,360,NA,997,NA,elongated,R,NA,NA,0,0,-1,-1,reef-associated,oceanodromous,51243,20,200,28016,NA,60,90102,NA,NA,NA,NA,75.07,150.0,TL,NA,NA,2871,120.0,TL,NA,NA,5450,11500.0,NA,40637,SPJEL_U2,NA,NA,NA,4752,commercial,medium,Questionable: based on ex-vessel price for species in this genus,NA,NA,NA,NA,NA,0,-1,0,-1,0,-1,0,0,-1,-1,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,-1,4699,reports of ciguatera poisoning,31637,no special ability,NA,NA,-1,"Found near prominent current-swept lagoon or seaward reefs (Ref. 9710); also in bays, estuaries and turbid inner lagoons (Ref. 9768).  Diurnal and solitary, although the young form schools.  Feeds mainly on fishes but also takes squid.  Sold fresh, frozen or dried salted.  Reports of ciguatera poisoning need confirmation.",NA,0.5,0,3,1991-12-18T00:00:00.000Z,2291,2013-04-30T00:00:00.000Z,113,1997-02-13T00:00:00.000Z,NA,4827
Terapon jarbua,Terapon,jarbua,7300,"(Forsskål, 1775)",Jarbua terapon,Tejar_u0.jpg,NA,NA,NA,299,NA,3810,NA,fusiform / normal,R,NA,NA,0,-1,-1,-1,demersal,catadromous,51243,20,350,58488,NA,NA,NA,NA,NA,NA,NA,36.94,36.0,TL,NA,NA,9710,25.0,SL,NA,NA,4967,NA,NA,NA,TEJAR_U0,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,various gears,NA,-1,-1,-1,-1,0,-1,0,0,-1,0,commercial,NA,40297,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Found over shallow sandy bottoms, in the vicinity of river mouths.  Enter estuaries and rivers (Ref. 1479, 11230, 44894, 48635).  Adults in loose aggregations (Ref. 48635).  Juveniles common in sandy intertidal areas; often in tidal pools.  Minimum depth reported is 20 m (Ref. 12260). Found in schools (Ref. 9710).  Omnivorous (Ref. 7300), feeding on fishes, insects, algae, and sand-dwelling invertebrates (Ref. 9710).  Spawn in the sea and juveniles migrate into fresh water (Ref. 2847).  Eggs are guarded and fanned by the male parent (Ref. 205).  Produce sound (Ref. 9137).  Marketed fresh, dried or salted (Ref. 12693).",NA,0.625,0,2,1991-06-19T00:00:00.000Z,2,2011-07-14T00:00:00.000Z,2,1994-07-26T00:00:00.000Z,NA,4458
Narcine bancroftii,Narcine,bancroftii,31157,"(Griffith & Smith, 1834)",Lesser electric ray,Naban_u1.jpg,NA,NA,NA,503,NA,2363,NA,other,O,NA,NA,0,0,0,-1,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,NA,NA,0.5,0,14,1999-09-09T00:00:00.000Z,303,2009-08-29T00:00:00.000Z,448,1999-09-20T00:00:00.000Z,NA,53905
Lepidoperca pulchella,Lepidoperca,pulchella,9563,"(Waite, 1899)",Orange perch,Lepul_u0.jpg,NA,NA,NA,289,Anthiinae,8693,NA,short and / or deep,o,NA,NA,0,0,0,-1,demersal,NA,NA,50,400,33839,60,350,9563,NA,NA,NA,NA,30.37,28.0,TL,NA,NA,9563,NA,NA,NA,NA,NA,NA,NA,NA,LEPUL_U0,NA,NA,NA,9563,NA,very high,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,trawls,NA,0,0,0,0,0,0,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,Occurs on the continental shelf (Ref. 9563) near rocky reefs (Ref. 33839).,NA,0.501,0,3,1995-08-01T00:00:00.000Z,2,2006-10-30T00:00:00.000Z,NA,NA,NA,14354
Lepturacanthus savala,Lepturacanthus,savala,6181,"(Cuvier, 1829)",Savalai hairtail,Lesav_u1.jpg,NA,NA,NA,415,Trichiurinae,4660,NA,elongated,R,NA,NA,0,0,-1,-1,benthopelagic,NA,NA,0,100,6181,NA,NA,NA,NA,NA,NA,NA,36.15,100.0,SL,NA,NA,6042,70.0,SL,NA,NA,6042,NA,NA,NA,LESAV_U0,NA,NA,NA,171,commercial,medium,Very questionable: based on ex-vessel price for species in this family,NA,NA,NA,seines,beach seines (SB),0,0,0,0,0,-1,0,-1,0,0,never/rarely,NA,NA,never/rarely,NA,never/rarely,NA,NA,0,NA,harmless,NA,no special ability,NA,NA,-1,"Inhabits coastal waters and often comes near the surface at night.  Feeds on a variety of small fishes and crustaceans (chiefly on prawns and species of <i>Setippina</i>, <i>Anchoviella</i>, <i>Harpodon</i>, <i>Trichiurus</i> etc. in Hooghly estuaries in India).  Caught mainly with shore seines, bagnets and coastal bottom trawls in Asian countries.  Marketed fresh and iced as well as dried salted.",NA,0.625,0,34,1993-08-24T00:00:00.000Z,393,2015-03-27T00:00:00.000Z,18,1994-02-26T00:00:00.000Z,NA,8314
Uranoscopus scaber,Uranoscopus,scaber,7366,"Linnaeus, 1758",Stargazer,Ursca_u3.jpg,NA,NA,NA,378,NA,1955,NA,fusiform / normal,R,NA,NA,0,0,0,-1,demersal,NA,NA,15,400,6763,NA,NA,NA,NA,NA,NA,NA,44.12,40.0,TL,NA,NA,7366,22.0,TL,NA,NA,3397,940.0,NA,40637,NA,NA,NA,NA,NA,minor commercial,unknown,NA,NA,NA,NA,trawls,unspecified bottom trawls (TB),0,0,0,0,0,0,0,0,-1,0,never/rarely,NA,NA,never/rarely,NA,NA,NA,NA,-1,NA,venomous,4690,weakly discharging,10011,NA,-1,"The shoulder spines can inflict, painful stings.  Usually found buried in the sand or mud.  Equipped with an acoustic apparatus that generates both acoustic and electric pulses.  Electric discharge activity shows two temporal patterns:  1) reflexive discharges of short duration (milliseconds), elicited by mechanical stimulation, and 2) those of much longer duration (several seconds) observed only during the summer spawning period (Ref. 10011).  Low-frequency spontaneous discharge activity (5-10 Hz), with a sexual dimorphism in discharge amplitude is also said to exist.  This species suggestively represents a transitional form in the evolution of electric organs in fishes (Ref. 10577).  Oviparous, eggs, larvae and juveniles are pelagic (Ref. 6763).  Utilized fresh (Ref. 9987).",NA,0.5,0,5,1990-10-25T00:00:00.000Z,65,2013-07-18T00:00:00.000Z,NA,NA,NA,1779
Hippoglossus stenolepis,Hippoglossus,stenolepis,2850,"Schmidt, 1904",Pacific halibut,Histe_u3.jpg,NA,NA,NA,440,Pleuronectinae,6785,NA,fusiform / normal,O,NA,NA,0,0,0,-1,demersal,oceanodromous,51243,0,1200,50550,NA,NA,NA,55.0,55701,NA,NA,86.03,258.0,TL,267.0,TL,40637,NA,NA,NA,NA,NA,363e3,NA,NA,NA,NA,NA,NA,4931,highly commercial,very high,Reliable: based on ex-vessel price for this species,NA,"from 10,000 to 50,000",NA,hooks and lines,unspecified longlines (LL),0,0,0,0,-1,-1,0,0,0,0,never/rarely,NA,NA,never/rarely,NA,public aquariums,based mainly on capture,9183,-1,4699,harmless,NA,no special ability,NA,NA,-1,"Found on various types of bottoms (Ref. 2850).  Young are found near shore, moving out to deeper waters as they grow older (Ref. 6885).  Older individuals typically move from deeper water along the edge of the continental shelf where they spend the winter, to shallow coastal water (27-274 m) for the summer (Ref. 28499).  Feed on fishes, crabs, clams, squids, and other invertebrates (Ref. 6885).  Utilized fresh, dried or salted, smoked and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).  The US North Pacific halibut fishery of this species has been certified by the Marine Stewardship Council (<a>http://www.msc.org/</a>) as well-managed and sustainable (<a>http://www.msc.org/html/content_1258.htm</a>).",NA,0.75,0,2,1990-10-17T00:00:00.000Z,2,2013-02-19T00:00:00.000Z,132,1995-10-27T00:00:00.000Z,NA,514
Clupea pallasii pallasii,Clupea,pallasii pallasii,188,"Valenciennes, 1847",Pacific herring,Clpal_u1.jpg,NA,NA,NA,43,Clupeinae,1604,NA,fusiform / normal,R,NA,pallasi in Ref. 3814,0,-1,-1,-1,pelagic-neritic,non-migratory,NA,0,475,58426,NA,NA,NA,19.0,27547,NA,NA,28.05,46.0,TL,NA,NA,27436,25.0,SL,NA,NA,188,NA,NA,NA,CLPAL_U0,NA,NA,NA,4931,highly commercial,low,Reliable: based on ex-vessel price for this species,NA,"from 100,000 to 500,000","USSR, Canada & USA",seines,,0,-1,0,0,0,-1,0,0,0,0,never/rarely,,NA,usually,2850,never/rarely,,NA,-1,11007,harmless,NA,no special ability,NA,NA,-1,"Neritic species (Ref. 11230).  A coastal and schooling species (Ref. 188).  Landlocked populations exist.  Mature adults migrate inshore, entering estuaries to breed.  During the summer of their first year, young  form schools in shallow bays, inlets and channels that appear at the surface; these schools disappear in the fall and remain in deep water for the next 2-3 years (Ref. 6885, 27547).  Young feed mainly on crustaceans, but also take decapod and mollusk larvae; adults prey mainly on large crustaceans and small fishes (Ref. 6885, 27547).  Because it does not undertake extensive coastal migrations, the mixing of local populations is relatively rare (Ref. 27547).  In the eastern Pacific, the fish is mainly caught for roe markets in Asia (Ref. 9988).  There is a fishery for eggs laid on kelp, which when salted, is called kazunoko-kombu, and is considered an delicacy in Japan (Ref. 27547).  Used in Chinese medicine (Ref. 12166).  Utilized fresh, dried or salted, smoked, canned, and frozen; eaten pan-fried, broiled, and baked (Ref. 9988).  Possibly to 475 m depth (Ref. 6793).",NA,0.5625,0,3,1990-10-17T00:00:00.000Z,303,2013-07-15T00:00:00.000Z,113,1996-09-26T00:00:00.000Z,NA,1520
