"","species","CA_mg","ZN_mg","FE_mg","EPA_g","DHA_g","Length","max_length","Subgroup","Habitat","TL","FoodTroph","Herbivory2","Abs_lat","DemersPelag","taxon","max_size","Weight"
"894","Aristeus antennatus",NA,NA,NA,0.1005696,0.111744,22,6,"Crustacean","marine",3.29,3.3,"mainly animals (troph. 2.8 and up)",39.019184,"bathypelagic","Shrimps, prawns",5.9e-05,NA
"895","Aristeus antennatus",60.3,NA,NA,NA,NA,22,NA,"Crustacean",NA,NA,3.3,"mainly animals (troph. 2.8 and up)",NA,"bathypelagic",NA,NA,NA
"896","Callinectes sapidus",NA,NA,NA,NA,NA,22.7,23,"Crustacean","marine",4,3.37,"mainly animals (troph. 2.8 and up)",36.5,"demersal","Crabs, sea-spiders",NA,NA
"897","Callinectes sapidus",NA,NA,NA,NA,NA,22.7,23,"Crustacean","marine",4,3.37,"mainly animals (troph. 2.8 and up)",36.5,"demersal","Crabs, sea-spiders",NA,NA
"898","Carcinus maenas",NA,NA,NA,0.154,0.115,6,10,"Crustacean","marine",NA,NA,"mainly animals (troph. 2.8 and up)",43.133595,"benthic","Crabs, sea-spiders",NA,NA
"899","Chionoecetes opilio",NA,NA,NA,0.39047856,0.21243016,9.1,20,"Crustacean","marine",2.3,NA,NA,53.041213,"benthic","Crabs, sea-spiders",NA,NA
"900","Chionoecetes opilio",NA,NA,NA,1.20285898,1.6908252,9.1,14,"Crustacean","marine",NA,NA,NA,53.041213,"benthic","Crabs, sea-spiders",NA,NA
"901","Chionoecetes opilio",NA,NA,NA,0.032886527,0.014421351,9.1,14,"Crustacean","marine",NA,NA,NA,53.041213,"benthic","Crabs, sea-spiders",NA,NA
"902","Chionoecetes opilio",NA,NA,NA,0.69759552,0.88336824,9.1,14,"Crustacean","marine",NA,NA,NA,53.041213,"benthic","Crabs, sea-spiders",NA,NA
"903","Chionoecetes opilio",NA,NA,NA,0.14442624,0.12379392,9.1,14,"Crustacean","marine",NA,NA,NA,53.041213,"benthic","Crabs, sea-spiders",NA,NA
"904","Crangon crangon",NA,NA,NA,0.07489008,0.05958176,8.89999961853027,9,"Crustacean","marine",3.19,3.23,"mainly animals (troph. 2.8 and up)",41.607228,"benthic","Shrimps, prawns",0.008196446,NA
"905","Crassostrea gigas",NA,NA,NA,NA,NA,45,12,"Molluscs","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",46.539543,"sessile","Oysters",0.000234169,NA
"906","Crassostrea rhizophorae",13.14,11.871063,2.39,NA,NA,12,9,"Molluscs","marine",2,NA,NA,2.852432,"benthic","Oysters",NA,NA
"907","Crassostrea rhizophorae",NA,NA,NA,0.110386,0.072832,12,9,"Molluscs","marine",2,NA,NA,23.038433,"benthic","Oysters",NA,NA
"908","Crassostrea rhizophorae",NA,NA,NA,0.164832,0.079184,12,9,"Molluscs","marine",2,NA,NA,23.038433,"benthic","Oysters",NA,NA
"909","Crassostrea rhizophorae",NA,NA,NA,0.055512,0.0320736,12,9,"Molluscs","marine",2,NA,NA,23.038433,"benthic","Oysters",NA,NA
"910","Crassostrea rhizophorae",NA,NA,NA,0.120628,0.063728,12,9,"Molluscs","marine",2,NA,NA,23.038433,"benthic","Oysters",NA,NA
"911","Crassostrea virginica",NA,NA,NA,NA,NA,30,10,"Molluscs","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",38.343306,"sessile","Oysters",NA,NA
"912","Crassostrea virginica",NA,NA,NA,NA,NA,30,10,"Molluscs","marine",2,2,"mainly plants/detritus (troph. 2-2.19)",38.343306,"sessile","Oysters",NA,NA
"913","Eledone moschata",NA,NA,NA,0.041710624,0.080269936,19.4,19.4,"Molluscs","marine",NA,3.65,"mainly animals (troph. 2.8 and up)",34.553128,"demersal","Squids, cuttlefishes, octopuses",NA,1414
"914","Eledone moschata",NA,NA,NA,0.02181936,0.05826824,19.4,19.4,"Molluscs","marine",NA,3.65,"mainly animals (troph. 2.8 and up)",34.553128,"demersal","Squids, cuttlefishes, octopuses",NA,1414
"915","Eledone moschata",NA,NA,NA,0.040965608,0.094559208,19.4,19.4,"Molluscs","marine",NA,3.65,"mainly animals (troph. 2.8 and up)",34.553128,"demersal","Squids, cuttlefishes, octopuses",NA,1414
"916","Euphausia superba",NA,NA,NA,0.02696,0.01287,3,6,"Crustacean","marine",2.2,NA,NA,32.165622,"pelagic","Krill, planktonic crustaceans",NA,NA
"917","Ficus subintermedia",NA,NA,NA,NA,NA,13,13,"Molluscs","marine",NA,NA,NA,22.62389,"benthic","Abalones, winkles, conchs",NA,NA
"918","Ficus subintermedia",NA,NA,NA,NA,NA,13,13,"Molluscs","marine",NA,NA,NA,22.62389,"benthic","Abalones, winkles, conchs",NA,NA
"919","Ficus subintermedia",NA,NA,NA,NA,NA,13,13,"Molluscs","marine",NA,NA,NA,22.62389,"benthic","Abalones, winkles, conchs",NA,NA
"920","Haliotis cracherodii",31,0.82,3.2,NA,NA,12.5,29,"Molluscs","marine",NA,2,"plants/detritus+animals (troph. 2.2-2.79)",52.372895,"benthic",NA,NA,NA
"921","Homarus gammarus",NA,NA,NA,NA,NA,65,65,"Crustacean","marine",2.6,3.7,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"benthic","Lobsters, spiny-rock lobsters",NA,6000
"922","Loligo vulgaris",NA,NA,NA,NA,NA,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"923","Loligo vulgaris",NA,NA,NA,0.318510208,0.705690048,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"924","Loligo vulgaris",NA,NA,NA,0.11869732,0.3841656,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",34.553128,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"925","Loligo vulgaris",NA,NA,NA,0.212145856,0.559769472,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",34.553128,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"926","Loligo vulgaris",NA,NA,NA,0.194312628,0.488293648,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",34.553128,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"927","Loligo vulgaris",NA,NA,NA,0.049968,0.01388,42,78,"Molluscs","marine",4.1,4.1,"mainly animals (troph. 2.8 and up)",39.019184,"benthopelagic","Squids, cuttlefishes, octopuses",NA,1500
"928","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"929","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"930","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"931","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"932","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"933","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"934","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"935","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"936","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"937","Mactra violacea",NA,NA,NA,NA,NA,9.5,9.5,"Molluscs","marine",NA,NA,NA,11.753288,"benthic","Clams, cockles, arkshells",NA,NA
"938","Metacarcinus magister",219,0.6,46,NA,NA,22.5,22.5,"Crustacean","marine",NA,4,"mainly animals (troph. 2.8 and up)",52.372895,"demersal",NA,NA,NA
"939","Metapenaeus affinis",NA,NA,NA,NA,NA,22.2000007629395,22.2,"Crustacean","marine",NA,NA,NA,3.144341,"demersal","Shrimps, prawns",NA,NA
"940","Metapenaeus dobsoni",NA,NA,NA,NA,NA,11.8000001907349,11.8,"Crustacean","marine",NA,NA,NA,11.753288,"demersal","Shrimps, prawns",NA,NA
"941","Metapenaeus monoceros",62.4,NA,1.66,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.56945,"demersal","Shrimps, prawns",NA,NA
"942","Metapenaeus monoceros",60.4,NA,1.55,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.56945,"demersal","Shrimps, prawns",NA,NA
"943","Metapenaeus monoceros",59.9,NA,1.41,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.56945,"demersal","Shrimps, prawns",NA,NA
"944","Metapenaeus monoceros",59.1,NA,1.63,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.56945,"demersal","Shrimps, prawns",NA,NA
"945","Metapenaeus monoceros",NA,NA,NA,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.783922,"demersal","Shrimps, prawns",NA,NA
"946","Metapenaeus monoceros",NA,NA,NA,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.783922,"demersal","Shrimps, prawns",NA,NA
"947","Metapenaeus monoceros",NA,NA,NA,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.783922,"demersal","Shrimps, prawns",NA,NA
"948","Metapenaeus monoceros",NA,NA,NA,NA,NA,15,18,"Crustacean","marine",2.7,NA,NA,36.783922,"demersal","Shrimps, prawns",NA,NA
"949","Metapenaeus monoceros",674.4,112.8,8.1,NA,NA,15,NA,"Crustacean",NA,NA,NA,NA,NA,"demersal",NA,NA,NA
"950","Mytilus edulis",26,1.6,4,NA,NA,11,11,"Molluscs","marine",NA,2,"mainly plants/detritus (troph. 2-2.19)",52.372895,"sessile",NA,0.00018578,NA
"951","Mytilus galloprovincialis",NA,NA,NA,NA,NA,15,7,"Molluscs","marine",2,NA,NA,39.019184,"sessile","Mussels",NA,NA
"952","Mytilus galloprovincialis",NA,NA,NA,0.323660524,0.225269224,15,7,"Molluscs","marine",2,NA,NA,39.019184,"sessile","Mussels",NA,NA
"953","Mytilus galloprovincialis",NA,NA,NA,NA,NA,15,7,"Molluscs","marine",2,NA,NA,39.019184,"sessile","Mussels",NA,NA
"954","Mytilus galloprovincialis",NA,NA,NA,NA,NA,15,7,"Molluscs","marine",2,NA,NA,39.019184,"sessile","Mussels",NA,NA
"955","Mytilus galloprovincialis",NA,NA,NA,0.195078,0.1170468,15,7,"Molluscs","marine",2,NA,NA,39.019184,"sessile","Mussels",NA,NA
"956","Mytilus galloprovincialis",NA,8.33,NA,NA,NA,15,NA,"Molluscs",NA,NA,NA,NA,NA,"sessile",NA,NA,NA
"957","Mytilus galloprovincialis",NA,7.57,NA,NA,NA,15,NA,"Molluscs",NA,NA,NA,NA,NA,"sessile",NA,NA,NA
"958","Mytilus galloprovincialis",NA,5.76,NA,NA,NA,15,NA,"Molluscs",NA,NA,NA,NA,NA,"sessile",NA,NA,NA
"959","Nephrops norvegicus",NA,NA,NA,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"960","Nephrops norvegicus",NA,NA,NA,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"961","Nephrops norvegicus",72,1.05,2.66,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",63.968654,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"962","Nephrops norvegicus",NA,NA,NA,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"963","Nephrops norvegicus",NA,NA,NA,0.01654668,0.03309336,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",39.019184,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"964","Nephrops norvegicus",NA,NA,NA,0.032009918,0.035551025,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",63.968654,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"965","Nephrops norvegicus",NA,NA,NA,0.073998792,0.086094436,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",63.968654,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"966","Nephrops norvegicus",90,1.67,2,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",37.017954,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"967","Nephrops norvegicus",NA,NA,NA,0.065331,0.0787815,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",37.37083333,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"968","Nephrops norvegicus",110,1.81,1.99,NA,NA,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",37.017954,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"969","Nephrops norvegicus",NA,NA,NA,0.006342894,0.009054711,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",37.017954,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"970","Nephrops norvegicus",NA,NA,NA,0.01424853,0.020131794,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",37.017954,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"971","Nephrops norvegicus",NA,NA,NA,0.05204254,0.049944343,24,8,"Crustacean","marine",2.88,2.87,"plants/detritus+animals (troph. 2.2-2.79)",63.968654,"benthic","Lobsters, spiny-rock lobsters",0.000147576,NA
"972","Octopus vulgaris",NA,NA,NA,NA,NA,130,130,"Molluscs","marine",NA,3.6,"mainly animals (troph. 2.8 and up)",39.019184,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"973","Octopus vulgaris",NA,NA,NA,NA,NA,130,130,"Molluscs","marine",NA,3.6,"mainly animals (troph. 2.8 and up)",39.019184,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"974","Octopus vulgaris",NA,NA,NA,NA,NA,130,130,"Molluscs","marine",NA,3.6,"mainly animals (troph. 2.8 and up)",39.019184,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"975","Octopus vulgaris",NA,NA,NA,0.0376029,0.04387005,130,130,"Molluscs","marine",NA,3.6,"mainly animals (troph. 2.8 and up)",39.019184,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"976","Octopus vulgaris",NA,NA,NA,0.038287273,0.066715065,130,32,"Molluscs","marine",3.55,3.6,"mainly animals (troph. 2.8 and up)",34.553128,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"977","Octopus vulgaris",NA,NA,NA,0.073702872,0.176151672,130,32,"Molluscs","marine",3.55,3.6,"mainly animals (troph. 2.8 and up)",34.553128,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"978","Octopus vulgaris",NA,NA,NA,0.10157948,0.163680752,130,32,"Molluscs","marine",3.55,3.6,"mainly animals (troph. 2.8 and up)",34.553128,"reef-associated","Squids, cuttlefishes, octopuses",NA,10000
"979","Ostrea edulis",NA,NA,NA,NA,NA,12,20,"Molluscs","marine",NA,2,"mainly plants/detritus (troph. 2-2.19)",39.019184,"sessile","Oysters",NA,NA
"980","Palaemon serratus",NA,NA,NA,NA,NA,11,11,"Crustacean","marine",2.7,2.69,"plants/detritus+animals (troph. 2.2-2.79)",5.516667,"benthic","Shrimps, prawns",NA,NA
"981","Palinurus elephas",NA,NA,NA,NA,NA,50,15,"Crustacean","marine",2.6,3.34,"plants/detritus+animals (troph. 2.2-2.79)",37.966667,"benthic","Lobsters, spiny-rock lobsters",NA,NA
"982","Palinurus elephas",NA,NA,NA,0.259965504,0.10560128,50,15,"Crustacean","marine",2.6,3.34,"plants/detritus+animals (troph. 2.2-2.79)",37.966667,"benthic","Lobsters, spiny-rock lobsters",NA,NA
"983","Palinurus elephas",NA,NA,NA,0.195983552,0.162750208,50,15,"Crustacean","marine",2.6,3.34,"plants/detritus+animals (troph. 2.2-2.79)",37.966667,"benthic","Lobsters, spiny-rock lobsters",NA,NA
"984","Palinurus elephas",NA,NA,NA,0.06658437,0.06431919,50,50,"Crustacean","marine",NA,3.34,"plants/detritus+animals (troph. 2.2-2.79)",37.37083333,"benthic","Lobsters, spiny-rock lobsters",NA,NA
"985","Pandalus borealis",NA,NA,NA,0.021326832,0.02665854,12,14,"Crustacean","marine",2.46,3.07,NA,34.854423,"demersal","Shrimps, prawns",0.35897523,NA
"986","Pandalus jordani",NA,NA,NA,NA,NA,3,3,"Crustacean","marine",3.24,3.23,NA,46.25,"benthic","Shrimps, prawns",NA,NA
"987","Pandalus jordani",NA,NA,NA,NA,NA,3,3,"Crustacean","marine",3.24,3.23,NA,36.778261,"benthic","Shrimps, prawns",NA,NA
"988","Pandalus jordani",NA,NA,NA,NA,NA,3,3,"Crustacean","marine",3.24,3.23,NA,46.25,"benthic","Shrimps, prawns",NA,NA
"989","Panopea abrupta",NA,NA,NA,NA,NA,NA,17.5,"Molluscs","marine",NA,NA,NA,47.735928,"benthic","Clams, cockles, arkshells",NA,NA
"990","Paralithodes camtschaticus",NA,NA,NA,0.09645976,0.030333648,22,40,"Crustacean","marine",2.82,3.7,"mainly animals (troph. 2.8 and up)",52.183333,"demersal","King crabs, squat-lobsters",NA,NA
"991","Paralithodes platypus",NA,NA,NA,0.087174,0.0417834,NA,18,"Crustacean","marine",2.82,NA,NA,56.4097,"demersal","King crabs, squat-lobsters",NA,NA
"992","Parapenaeopsis atlantica",NA,NA,NA,NA,NA,12,12,"Crustacean","marine",NA,NA,NA,6.524379,"demersal","Shrimps, prawns",NA,NA
"993","Parapenaeopsis stylifera",NA,NA,NA,NA,NA,14.5,14.5,"Crustacean","marine",NA,NA,NA,11.753288,"demersal","Shrimps, prawns",NA,NA
"994","Parapenaeus longirostris",NA,NA,NA,0.013605048,0.015811272,16,4,"Crustacean","marine",3.31,3.3,"mainly animals (troph. 2.8 and up)",37.017954,"demersal","Shrimps, prawns",NA,NA
"995","Parapenaeus longirostris",NA,NA,NA,0.01930446,0.030611358,16,4,"Crustacean","marine",3.31,3.3,"mainly animals (troph. 2.8 and up)",37.017954,"demersal","Shrimps, prawns",NA,NA
"996","Penaeus monodon",NA,NA,NA,NA,NA,33.5999984741211,31,"Crustacean","marine",2.6,NA,NA,11.753288,"benthic","Shrimps, prawns",NA,130
"997","Penaeus monodon",60,1.37,2.88,NA,NA,33.5999984741211,NA,"Crustacean",NA,NA,NA,NA,NA,"benthic",NA,NA,130
"998","Penaeus semisulcatus",60.3,NA,1.58,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.56945,"benthic","Shrimps, prawns",NA,130
"999","Penaeus semisulcatus",61.1,NA,1.36,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.56945,"benthic","Shrimps, prawns",NA,130
"1000","Penaeus semisulcatus",59.5,NA,1.51,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.56945,"benthic","Shrimps, prawns",NA,130
"1001","Penaeus semisulcatus",60.3,NA,1.46,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.56945,"benthic","Shrimps, prawns",NA,130
"1002","Penaeus semisulcatus",NA,NA,NA,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.783922,"benthic","Shrimps, prawns",NA,130
"1003","Penaeus semisulcatus",NA,NA,NA,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.783922,"benthic","Shrimps, prawns",NA,130
"1004","Penaeus semisulcatus",NA,NA,NA,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.783922,"benthic","Shrimps, prawns",NA,130
"1005","Penaeus semisulcatus",NA,NA,NA,NA,NA,18,6,"Crustacean","marine",2.7,2,NA,36.783922,"benthic","Shrimps, prawns",NA,130
"1006","Penaeus semisulcatus",120,1.86,7.25,NA,NA,18,NA,"Crustacean",NA,NA,2,NA,NA,"benthic",NA,NA,130
"1007","Penaeus semisulcatus",180,2.42,10.1,NA,NA,18,NA,"Crustacean",NA,NA,2,NA,NA,"benthic",NA,NA,130
"1008","Penaeus semisulcatus",140,1.84,8.62,NA,NA,18,NA,"Crustacean",NA,NA,2,NA,NA,"benthic",NA,NA,130
"1009","Penaeus semisulcatus",150,1.52,13.1,NA,NA,18,NA,"Crustacean",NA,NA,2,NA,NA,"benthic",NA,NA,130
"1010","Penaeus semisulcatus",150,2.1,8.56,NA,NA,18,NA,"Crustacean",NA,NA,2,NA,NA,"benthic",NA,NA,130
"1011","Perna viridis",NA,1.86,NA,NA,NA,16.5,11,"Molluscs","marine",2,NA,NA,5.262923,"benthic","Mussels",NA,NA
"1012","Perna viridis",NA,1.99,NA,NA,NA,16.5,11,"Molluscs","marine",2,NA,NA,5.937638,"benthic","Mussels",NA,NA
"1013","Perna viridis",NA,2.19,NA,NA,NA,16.5,11,"Molluscs","marine",2,NA,NA,5.773067,"benthic","Mussels",NA,NA
"1014","Perna viridis",NA,1.34,NA,NA,NA,16.5,11,"Molluscs","marine",2,NA,NA,2.189594,"benthic","Mussels",NA,NA
"1015","Pinctada radiata",NA,0.02979,0.28,NA,NA,NA,6,"Molluscs","marine",NA,NA,NA,36.632173,"benthic","Pearls, mother-of-pearl, shells",NA,NA
"1016","Portunus pelagicus",NA,NA,NA,0.061272,0.06216,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",20.017378,"reef-associated","Crabs, sea-spiders",NA,NA
"1017","Portunus pelagicus",NA,NA,NA,0.11695992,0.08582124,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",20.017378,"reef-associated","Crabs, sea-spiders",NA,NA
"1018","Portunus pelagicus",NA,NA,NA,NA,NA,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",36.5,"reef-associated","Crabs, sea-spiders",NA,NA
"1019","Portunus pelagicus",NA,NA,NA,NA,NA,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",36.5,"reef-associated","Crabs, sea-spiders",NA,NA
"1020","Portunus pelagicus",112,2.6,0.4,NA,NA,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",26.0667,"reef-associated","Crabs, sea-spiders",NA,NA
"1021","Portunus pelagicus",115,2.3,0.35,NA,NA,20,14,"Crustacean","marine",3,3.54,"plants/detritus+animals (troph. 2.2-2.79)",26.0667,"reef-associated","Crabs, sea-spiders",NA,NA
"1022","Todarodes sagittatus",NA,NA,NA,NA,NA,75,75,"Molluscs","marine",NA,4.01,"mainly animals (troph. 2.8 and up)",39.019184,"pelagic","Squids, cuttlefishes, octopuses",NA,NA
"1023","Xiphopenaeus kroyeri",NA,NA,NA,0.086,0.097,11.5,14,"Crustacean","marine",2.7,NA,NA,23.55052,"demersal","Shrimps, prawns",NA,NA
"1024","Xiphopenaeus kroyeri",NA,1.75985,33.55455,NA,NA,11.5,NA,"Crustacean",NA,NA,NA,NA,NA,"demersal",NA,NA,NA
"1025","Acanthina monodon",59.5,NA,NA,NA,NA,NA,NA,"Molluscs",NA,NA,3.1,NA,NA,"benthic",NA,NA,NA
"1026","Aulacomya ater",60.3,NA,NA,NA,NA,6.3,NA,"Molluscs",NA,NA,NA,NA,NA,"benthic",NA,NA,NA
